Link Name,Average Travel Time (s),Standard Dev,Time,,
,,,,,
CAJT_GHA1114_CR2_HD3,93.00,2.93,00:00,,
CAJT_GHA1114_CR2_HD3,94.72,6.49,00:05,,
CAJT_GHA1114_CR2_HD3,93.11,3.25,00:10,,
CAJT_GHA1114_CR2_HD3,92.75,3.32,00:15,,
CAJT_GHA1114_CR2_HD3,92.67,2.83,00:20,,
CAJT_GHA1114_CR2_HD3,92.33,1.41,00:25,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:30,,
CAJT_GHA1114_CR2_HD3,92.61,2.98,00:35,,
CAJT_GHA1114_CR2_HD3,92.83,3.79,00:40,,
CAJT_GHA1114_CR2_HD3,92.44,1.89,00:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:50,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:55,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:10,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:15,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:20,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:25,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:30,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:35,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:40,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:50,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:55,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:10,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:15,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:20,,
CAJT_GHA1114_CR2_HD3,92.50,2.12,02:25,,
CAJT_GHA1114_CR2_HD3,92.50,2.12,02:30,,
CAJT_GHA1114_CR2_HD3,92.11,0.67,02:35,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:40,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:50,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:55,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:10,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:15,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:20,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:25,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:30,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:35,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:40,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:50,,
CAJT_GHA1114_CR2_HD3,92.28,1.26,03:55,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,04:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,04:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,04:10,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,04:15,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,04:20,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,04:25,,
CAJT_GHA1114_CR2_HD3,92.44,0.51,04:30,,
CAJT_GHA1114_CR2_HD3,92.44,0.50,04:35,,
CAJT_GHA1114_CR2_HD3,92.44,0.51,04:40,,
CAJT_GHA1114_CR2_HD3,92.44,0.51,04:45,,
CAJT_GHA1114_CR2_HD3,92.44,0.51,04:50,,
CAJT_GHA1114_CR2_HD3,92.22,0.96,04:55,,
CAJT_GHA1114_CR2_HD3,92.44,0.51,05:00,,
CAJT_GHA1114_CR2_HD3,92.89,1.02,05:05,,
CAJT_GHA1114_CR2_HD3,92.89,1.02,05:10,,
CAJT_GHA1114_CR2_HD3,92.44,0.50,05:15,,
CAJT_GHA1114_CR2_HD3,92.44,0.51,05:20,,
CAJT_GHA1114_CR2_HD3,92.89,1.02,05:25,,
CAJT_GHA1114_CR2_HD3,93.33,1.53,05:30,,
CAJT_GHA1114_CR2_HD3,95.47,7.39,05:35,,
CAJT_GHA1114_CR2_HD3,95.67,5.81,05:40,,
CAJT_GHA1114_CR2_HD3,95.67,5.59,05:45,,
CAJT_GHA1114_CR2_HD3,95.61,5.28,05:50,,
CAJT_GHA1114_CR2_HD3,94.19,3.45,05:55,,
CAJT_GHA1114_CR2_HD3,93.33,1.53,06:00,,
CAJT_GHA1114_CR2_HD3,93.78,2.05,06:05,,
CAJT_GHA1114_CR2_HD3,93.33,1.53,06:10,,
CAJT_GHA1114_CR2_HD3,94.26,5.48,06:15,,
CAJT_GHA1114_CR2_HD3,94.71,6.82,06:20,,
CAJT_GHA1114_CR2_HD3,94.29,4.04,06:25,,
CAJT_GHA1114_CR2_HD3,94.94,5.84,06:30,,
CAJT_GHA1114_CR2_HD3,94.74,4.39,06:35,,
CAJT_GHA1114_CR2_HD3,99.47,9.56,06:40,,
CAJT_GHA1114_CR2_HD3,97.65,6.40,06:45,,
CAJT_GHA1114_CR2_HD3,96.29,5.93,06:50,,
CAJT_GHA1114_CR2_HD3,97.41,6.57,06:55,,
CAJT_GHA1114_CR2_HD3,95.71,4.57,07:00,,
CAJT_GHA1114_CR2_HD3,95.71,4.57,07:05,,
CAJT_GHA1114_CR2_HD3,95.29,4.06,07:10,,
CAJT_GHA1114_CR2_HD3,95.91,5.38,07:15,,
CAJT_GHA1114_CR2_HD3,97.65,5.98,07:20,,
CAJT_GHA1114_CR2_HD3,96.59,4.77,07:25,,
CAJT_GHA1114_CR2_HD3,97.06,5.99,07:30,,
CAJT_GHA1114_CR2_HD3,96.76,5.34,07:35,,
CAJT_GHA1114_CR2_HD3,98.41,7.45,07:40,,
CAJT_GHA1114_CR2_HD3,99.59,8.40,07:45,,
CAJT_GHA1114_CR2_HD3,99.65,7.94,07:50,,
CAJT_GHA1114_CR2_HD3,97.56,6.40,07:55,,
CAJT_GHA1114_CR2_HD3,96.59,5.82,08:00,,
CAJT_GHA1114_CR2_HD3,97.94,9.10,08:05,,
CAJT_GHA1114_CR2_HD3,98.53,8.04,08:10,,
CAJT_GHA1114_CR2_HD3,98.03,8.35,08:15,,
CAJT_GHA1114_CR2_HD3,96.88,7.06,08:20,,
CAJT_GHA1114_CR2_HD3,99.94,11.70,08:25,,
CAJT_GHA1114_CR2_HD3,99.76,9.07,08:30,,
CAJT_GHA1114_CR2_HD3,99.24,7.14,08:35,,
CAJT_GHA1114_CR2_HD3,98.82,5.93,08:40,,
CAJT_GHA1114_CR2_HD3,99.12,10.30,08:45,,
CAJT_GHA1114_CR2_HD3,100.06,7.54,08:50,,
CAJT_GHA1114_CR2_HD3,99.09,6.52,08:55,,
CAJT_GHA1114_CR2_HD3,99.00,6.13,09:00,,
CAJT_GHA1114_CR2_HD3,98.82,6.15,09:05,,
CAJT_GHA1114_CR2_HD3,98.24,6.10,09:10,,
CAJT_GHA1114_CR2_HD3,99.68,7.64,09:15,,
CAJT_GHA1114_CR2_HD3,99.12,7.47,09:20,,
CAJT_GHA1114_CR2_HD3,98.53,7.82,09:25,,
CAJT_GHA1114_CR2_HD3,99.53,8.09,09:30,,
CAJT_GHA1114_CR2_HD3,100.94,8.09,09:35,,
CAJT_GHA1114_CR2_HD3,101.24,8.86,09:40,,
CAJT_GHA1114_CR2_HD3,99.56,8.10,09:45,,
CAJT_GHA1114_CR2_HD3,99.78,7.22,09:50,,
CAJT_GHA1114_CR2_HD3,100.97,8.20,09:55,,
CAJT_GHA1114_CR2_HD3,99.44,6.10,10:00,,
CAJT_GHA1114_CR2_HD3,99.22,6.97,10:05,,
CAJT_GHA1114_CR2_HD3,100.06,7.19,10:10,,
CAJT_GHA1114_CR2_HD3,99.53,6.09,10:15,,
CAJT_GHA1114_CR2_HD3,100.22,7.07,10:20,,
CAJT_GHA1114_CR2_HD3,102.33,9.01,10:25,,
CAJT_GHA1114_CR2_HD3,103.28,10.19,10:30,,
CAJT_GHA1114_CR2_HD3,102.72,9.44,10:35,,
CAJT_GHA1114_CR2_HD3,100.94,7.75,10:40,,
CAJT_GHA1114_CR2_HD3,101.17,7.77,10:45,,
CAJT_GHA1114_CR2_HD3,102.11,9.02,10:50,,
CAJT_GHA1114_CR2_HD3,101.83,8.06,10:55,,
CAJT_GHA1114_CR2_HD3,103.50,11.84,11:00,,
CAJT_GHA1114_CR2_HD3,102.67,9.92,11:05,,
CAJT_GHA1114_CR2_HD3,103.33,9.58,11:10,,
CAJT_GHA1114_CR2_HD3,102.64,9.41,11:15,,
CAJT_GHA1114_CR2_HD3,102.83,9.34,11:20,,
CAJT_GHA1114_CR2_HD3,102.06,8.34,11:25,,
CAJT_GHA1114_CR2_HD3,101.28,8.01,11:30,,
CAJT_GHA1114_CR2_HD3,103.81,10.26,11:35,,
CAJT_GHA1114_CR2_HD3,104.22,10.99,11:40,,
CAJT_GHA1114_CR2_HD3,103.83,10.61,11:45,,
CAJT_GHA1114_CR2_HD3,105.61,12.69,11:50,,
CAJT_GHA1114_CR2_HD3,105.81,12.77,11:55,,
CAJT_GHA1114_CR2_HD3,105.06,11.78,12:00,,
CAJT_GHA1114_CR2_HD3,104.61,10.96,12:05,,
CAJT_GHA1114_CR2_HD3,105.00,12.63,12:10,,
CAJT_GHA1114_CR2_HD3,104.03,10.41,12:15,,
CAJT_GHA1114_CR2_HD3,102.39,8.87,12:20,,
CAJT_GHA1114_CR2_HD3,101.94,7.76,12:25,,
CAJT_GHA1114_CR2_HD3,103.56,10.44,12:30,,
CAJT_GHA1114_CR2_HD3,104.78,11.94,12:35,,
CAJT_GHA1114_CR2_HD3,105.33,11.81,12:40,,
CAJT_GHA1114_CR2_HD3,105.56,11.95,12:45,,
CAJT_GHA1114_CR2_HD3,107.44,14.03,12:50,,
CAJT_GHA1114_CR2_HD3,105.47,12.08,12:55,,
CAJT_GHA1114_CR2_HD3,107.06,13.97,13:00,,
CAJT_GHA1114_CR2_HD3,106.61,13.55,13:05,,
CAJT_GHA1114_CR2_HD3,104.83,10.93,13:10,,
CAJT_GHA1114_CR2_HD3,103.89,10.93,13:15,,
CAJT_GHA1114_CR2_HD3,103.44,12.69,13:20,,
CAJT_GHA1114_CR2_HD3,103.50,12.36,13:25,,
CAJT_GHA1114_CR2_HD3,103.78,12.00,13:30,,
CAJT_GHA1114_CR2_HD3,103.64,10.81,13:35,,
CAJT_GHA1114_CR2_HD3,106.33,15.41,13:40,,
CAJT_GHA1114_CR2_HD3,105.11,13.58,13:45,,
CAJT_GHA1114_CR2_HD3,105.72,13.60,13:50,,
CAJT_GHA1114_CR2_HD3,103.97,10.45,13:55,,
CAJT_GHA1114_CR2_HD3,102.17,8.67,14:00,,
CAJT_GHA1114_CR2_HD3,102.17,9.28,14:05,,
CAJT_GHA1114_CR2_HD3,103.33,10.27,14:10,,
CAJT_GHA1114_CR2_HD3,104.42,11.39,14:15,,
CAJT_GHA1114_CR2_HD3,102.22,9.40,14:20,,
CAJT_GHA1114_CR2_HD3,102.78,9.14,14:25,,
CAJT_GHA1114_CR2_HD3,103.00,10.34,14:30,,
CAJT_GHA1114_CR2_HD3,104.64,11.77,14:35,,
CAJT_GHA1114_CR2_HD3,105.78,13.02,14:40,,
CAJT_GHA1114_CR2_HD3,103.11,10.17,14:45,,
CAJT_GHA1114_CR2_HD3,101.83,9.19,14:50,,
CAJT_GHA1114_CR2_HD3,102.14,9.43,14:55,,
CAJT_GHA1114_CR2_HD3,103.22,11.53,15:00,,
CAJT_GHA1114_CR2_HD3,101.78,8.26,15:05,,
CAJT_GHA1114_CR2_HD3,101.94,9.26,15:10,,
CAJT_GHA1114_CR2_HD3,104.28,12.16,15:15,,
CAJT_GHA1114_CR2_HD3,101.72,10.65,15:20,,
CAJT_GHA1114_CR2_HD3,100.50,8.45,15:25,,
CAJT_GHA1114_CR2_HD3,100.78,7.67,15:30,,
CAJT_GHA1114_CR2_HD3,103.78,10.77,15:35,,
CAJT_GHA1114_CR2_HD3,104.61,11.31,15:40,,
CAJT_GHA1114_CR2_HD3,105.11,11.19,15:45,,
CAJT_GHA1114_CR2_HD3,102.44,8.24,15:50,,
CAJT_GHA1114_CR2_HD3,103.78,10.30,15:55,,
CAJT_GHA1114_CR2_HD3,104.06,10.27,16:00,,
CAJT_GHA1114_CR2_HD3,103.11,9.21,16:05,,
CAJT_GHA1114_CR2_HD3,104.83,12.21,16:10,,
CAJT_GHA1114_CR2_HD3,106.56,14.27,16:15,,
CAJT_GHA1114_CR2_HD3,104.00,12.39,16:20,,
CAJT_GHA1114_CR2_HD3,103.94,11.55,16:25,,
CAJT_GHA1114_CR2_HD3,104.56,12.72,16:30,,
CAJT_GHA1114_CR2_HD3,104.36,12.09,16:35,,
CAJT_GHA1114_CR2_HD3,102.67,10.86,16:40,,
CAJT_GHA1114_CR2_HD3,104.11,11.06,16:45,,
CAJT_GHA1114_CR2_HD3,103.33,11.25,16:50,,
CAJT_GHA1114_CR2_HD3,103.58,11.52,16:55,,
CAJT_GHA1114_CR2_HD3,101.94,10.04,17:00,,
CAJT_GHA1114_CR2_HD3,102.61,11.40,17:05,,
CAJT_GHA1114_CR2_HD3,106.11,15.53,17:10,,
CAJT_GHA1114_CR2_HD3,103.81,11.20,17:15,,
CAJT_GHA1114_CR2_HD3,103.78,10.83,17:20,,
CAJT_GHA1114_CR2_HD3,103.83,10.87,17:25,,
CAJT_GHA1114_CR2_HD3,101.44,8.15,17:30,,
CAJT_GHA1114_CR2_HD3,100.53,8.65,17:35,,
CAJT_GHA1114_CR2_HD3,102.33,11.50,17:40,,
CAJT_GHA1114_CR2_HD3,100.67,9.82,17:45,,
CAJT_GHA1114_CR2_HD3,102.50,10.43,17:50,,
CAJT_GHA1114_CR2_HD3,101.25,9.48,17:55,,
CAJT_GHA1114_CR2_HD3,99.06,8.23,18:00,,
CAJT_GHA1114_CR2_HD3,100.50,8.76,18:05,,
CAJT_GHA1114_CR2_HD3,99.89,8.01,18:10,,
CAJT_GHA1114_CR2_HD3,100.03,9.59,18:15,,
CAJT_GHA1114_CR2_HD3,99.78,8.29,18:20,,
CAJT_GHA1114_CR2_HD3,99.67,8.92,18:25,,
CAJT_GHA1114_CR2_HD3,100.56,9.53,18:30,,
CAJT_GHA1114_CR2_HD3,98.67,6.55,18:35,,
CAJT_GHA1114_CR2_HD3,100.06,7.79,18:40,,
CAJT_GHA1114_CR2_HD3,98.94,7.48,18:45,,
CAJT_GHA1114_CR2_HD3,99.50,7.53,18:50,,
CAJT_GHA1114_CR2_HD3,99.14,8.15,18:55,,
CAJT_GHA1114_CR2_HD3,97.44,6.02,19:00,,
CAJT_GHA1114_CR2_HD3,99.17,7.26,19:05,,
CAJT_GHA1114_CR2_HD3,98.94,5.70,19:10,,
CAJT_GHA1114_CR2_HD3,98.75,6.54,19:15,,
CAJT_GHA1114_CR2_HD3,96.83,5.77,19:20,,
CAJT_GHA1114_CR2_HD3,97.11,5.77,19:25,,
CAJT_GHA1114_CR2_HD3,96.50,5.81,19:30,,
CAJT_GHA1114_CR2_HD3,96.42,5.10,19:35,,
CAJT_GHA1114_CR2_HD3,97.26,6.93,19:40,,
CAJT_GHA1114_CR2_HD3,97.32,7.96,19:45,,
CAJT_GHA1114_CR2_HD3,99.53,9.12,19:50,,
CAJT_GHA1114_CR2_HD3,96.68,6.48,19:55,,
CAJT_GHA1114_CR2_HD3,98.63,8.95,20:00,,
CAJT_GHA1114_CR2_HD3,97.11,6.25,20:05,,
CAJT_GHA1114_CR2_HD3,95.32,5.08,20:10,,
CAJT_GHA1114_CR2_HD3,96.63,7.90,20:15,,
CAJT_GHA1114_CR2_HD3,95.42,6.44,20:20,,
CAJT_GHA1114_CR2_HD3,94.26,4.51,20:25,,
CAJT_GHA1114_CR2_HD3,94.00,2.58,20:30,,
CAJT_GHA1114_CR2_HD3,95.08,6.85,20:35,,
CAJT_GHA1114_CR2_HD3,94.37,4.80,20:40,,
CAJT_GHA1114_CR2_HD3,94.00,3.64,20:45,,
CAJT_GHA1114_CR2_HD3,94.05,3.01,20:50,,
CAJT_GHA1114_CR2_HD3,92.97,2.74,20:55,,
CAJT_GHA1114_CR2_HD3,93.84,3.92,21:00,,
CAJT_GHA1114_CR2_HD3,94.21,4.18,21:05,,
CAJT_GHA1114_CR2_HD3,94.58,5.18,21:10,,
CAJT_GHA1114_CR2_HD3,93.92,2.94,21:15,,
CAJT_GHA1114_CR2_HD3,93.42,2.01,21:20,,
CAJT_GHA1114_CR2_HD3,94.47,6.56,21:25,,
CAJT_GHA1114_CR2_HD3,93.58,3.67,21:30,,
CAJT_GHA1114_CR2_HD3,93.03,1.52,21:35,,
CAJT_GHA1114_CR2_HD3,93.95,5.19,21:40,,
CAJT_GHA1114_CR2_HD3,94.63,6.07,21:45,,
CAJT_GHA1114_CR2_HD3,94.32,4.88,21:50,,
CAJT_GHA1114_CR2_HD3,93.29,3.51,21:55,,
CAJT_GHA1114_CR2_HD3,93.42,3.76,22:00,,
CAJT_GHA1114_CR2_HD3,92.37,1.61,22:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,22:10,,
CAJT_GHA1114_CR2_HD3,93.45,3.65,22:15,,
CAJT_GHA1114_CR2_HD3,93.32,2.36,22:20,,
CAJT_GHA1114_CR2_HD3,92.47,0.51,22:25,,
CAJT_GHA1114_CR2_HD3,92.74,4.43,22:30,,
CAJT_GHA1114_CR2_HD3,92.79,2.64,22:35,,
CAJT_GHA1114_CR2_HD3,92.84,1.01,22:40,,
CAJT_GHA1114_CR2_HD3,93.21,2.12,22:45,,
CAJT_GHA1114_CR2_HD3,93.00,1.37,22:50,,
CAJT_GHA1114_CR2_HD3,93.61,3.72,22:55,,
CAJT_GHA1114_CR2_HD3,93.63,3.56,23:00,,
CAJT_GHA1114_CR2_HD3,92.74,1.37,23:05,,
CAJT_GHA1114_CR2_HD3,92.42,0.51,23:10,,
CAJT_GHA1114_CR2_HD3,93.63,3.81,23:15,,
CAJT_GHA1114_CR2_HD3,91.89,0.46,23:20,,
CAJT_GHA1114_CR2_HD3,91.95,0.23,23:25,,
CAJT_GHA1114_CR2_HD3,92.68,2.98,23:30,,
CAJT_GHA1114_CR2_HD3,93.16,3.13,23:35,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,23:40,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,23:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,23:50,,
CAJT_GHA1114_CR2_HD3,93.42,6.46,23:55,,
,,,CAJT_GHA1114_CR2_TEAMST1:,,
CAJT_GHA1114_CR2_TEAMST1,86.72,4.01,00:00,,
CAJT_GHA1114_CR2_TEAMST1,86.17,0.38,00:05,,
CAJT_GHA1114_CR2_TEAMST1,87.64,5.05,00:10,,
CAJT_GHA1114_CR2_TEAMST1,87.33,3.68,00:15,,
CAJT_GHA1114_CR2_TEAMST1,86.50,1.65,00:20,,
CAJT_GHA1114_CR2_TEAMST1,89.28,13.41,00:25,,
CAJT_GHA1114_CR2_TEAMST1,87.00,4.96,00:30,,
CAJT_GHA1114_CR2_TEAMST1,86.61,1.20,00:35,,
CAJT_GHA1114_CR2_TEAMST1,86.67,1.91,00:40,,
CAJT_GHA1114_CR2_TEAMST1,87.78,6.12,00:45,,
CAJT_GHA1114_CR2_TEAMST1,87.17,3.13,00:50,,
CAJT_GHA1114_CR2_TEAMST1,86.61,1.97,00:55,,
CAJT_GHA1114_CR2_TEAMST1,86.00,1.68,01:00,,
CAJT_GHA1114_CR2_TEAMST1,86.33,0.97,01:05,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.50,01:10,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,01:15,,
CAJT_GHA1114_CR2_TEAMST1,87.28,3.21,01:20,,
CAJT_GHA1114_CR2_TEAMST1,86.89,1.60,01:25,,
CAJT_GHA1114_CR2_TEAMST1,86.61,1.44,01:30,,
CAJT_GHA1114_CR2_TEAMST1,86.72,0.96,01:35,,
CAJT_GHA1114_CR2_TEAMST1,86.00,2.54,01:40,,
CAJT_GHA1114_CR2_TEAMST1,86.28,1.41,01:45,,
CAJT_GHA1114_CR2_TEAMST1,86.39,0.80,01:50,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,01:55,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,02:00,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,02:05,,
CAJT_GHA1114_CR2_TEAMST1,86.86,1.81,02:10,,
CAJT_GHA1114_CR2_TEAMST1,86.83,1.15,02:15,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,02:20,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,02:25,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.01,02:30,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,02:35,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,02:40,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,02:45,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.01,02:50,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,02:55,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,03:00,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,03:05,,
CAJT_GHA1114_CR2_TEAMST1,86.33,0.83,03:10,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,03:15,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,03:20,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,03:25,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.50,03:30,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,03:35,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,03:40,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,03:45,,
CAJT_GHA1114_CR2_TEAMST1,86.33,0.48,03:50,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,03:55,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,04:00,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,04:05,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,04:10,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,04:15,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,04:20,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,04:25,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,04:30,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,04:35,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,04:40,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,04:45,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.01,04:50,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,04:55,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,05:00,,
CAJT_GHA1114_CR2_TEAMST1,86.11,1.02,05:05,,
CAJT_GHA1114_CR2_TEAMST1,85.89,0.89,05:10,,
CAJT_GHA1114_CR2_TEAMST1,85.67,0.69,05:15,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,05:20,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,05:25,,
CAJT_GHA1114_CR2_TEAMST1,86.11,0.32,05:30,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,05:35,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,05:40,,
CAJT_GHA1114_CR2_TEAMST1,86.56,0.51,05:45,,
CAJT_GHA1114_CR2_TEAMST1,87.00,4.31,05:50,,
CAJT_GHA1114_CR2_TEAMST1,89.11,4.03,05:55,,
CAJT_GHA1114_CR2_TEAMST1,88.39,1.58,06:00,,
CAJT_GHA1114_CR2_TEAMST1,87.89,1.02,06:05,,
CAJT_GHA1114_CR2_TEAMST1,88.78,2.02,06:10,,
CAJT_GHA1114_CR2_TEAMST1,88.59,2.96,06:15,,
CAJT_GHA1114_CR2_TEAMST1,88.29,2.85,06:20,,
CAJT_GHA1114_CR2_TEAMST1,88.82,3.32,06:25,,
CAJT_GHA1114_CR2_TEAMST1,90.24,4.95,06:30,,
CAJT_GHA1114_CR2_TEAMST1,90.18,5.92,06:35,,
CAJT_GHA1114_CR2_TEAMST1,90.47,6.62,06:40,,
CAJT_GHA1114_CR2_TEAMST1,89.29,5.51,06:45,,
CAJT_GHA1114_CR2_TEAMST1,91.53,7.82,06:50,,
CAJT_GHA1114_CR2_TEAMST1,92.00,8.55,06:55,,
CAJT_GHA1114_CR2_TEAMST1,94.12,8.99,07:00,,
CAJT_GHA1114_CR2_TEAMST1,93.29,9.01,07:05,,
CAJT_GHA1114_CR2_TEAMST1,94.26,9.26,07:10,,
CAJT_GHA1114_CR2_TEAMST1,94.18,11.19,07:15,,
CAJT_GHA1114_CR2_TEAMST1,94.82,10.53,07:20,,
CAJT_GHA1114_CR2_TEAMST1,94.06,10.01,07:25,,
CAJT_GHA1114_CR2_TEAMST1,94.59,8.98,07:30,,
CAJT_GHA1114_CR2_TEAMST1,94.35,8.64,07:35,,
CAJT_GHA1114_CR2_TEAMST1,96.41,8.00,07:40,,
CAJT_GHA1114_CR2_TEAMST1,99.12,9.68,07:45,,
CAJT_GHA1114_CR2_TEAMST1,98.00,8.71,07:50,,
CAJT_GHA1114_CR2_TEAMST1,97.47,9.71,07:55,,
CAJT_GHA1114_CR2_TEAMST1,97.65,9.95,08:00,,
CAJT_GHA1114_CR2_TEAMST1,96.88,9.37,08:05,,
CAJT_GHA1114_CR2_TEAMST1,97.82,9.41,08:10,,
CAJT_GHA1114_CR2_TEAMST1,100.00,10.47,08:15,,
CAJT_GHA1114_CR2_TEAMST1,100.24,14.50,08:20,,
CAJT_GHA1114_CR2_TEAMST1,97.59,12.58,08:25,,
CAJT_GHA1114_CR2_TEAMST1,98.35,11.62,08:30,,
CAJT_GHA1114_CR2_TEAMST1,98.71,11.30,08:35,,
CAJT_GHA1114_CR2_TEAMST1,99.35,10.51,08:40,,
CAJT_GHA1114_CR2_TEAMST1,98.18,10.30,08:45,,
CAJT_GHA1114_CR2_TEAMST1,99.29,10.85,08:50,,
CAJT_GHA1114_CR2_TEAMST1,98.41,11.25,08:55,,
CAJT_GHA1114_CR2_TEAMST1,103.00,12.14,09:00,,
CAJT_GHA1114_CR2_TEAMST1,101.00,11.43,09:05,,
CAJT_GHA1114_CR2_TEAMST1,99.41,9.92,09:10,,
CAJT_GHA1114_CR2_TEAMST1,102.94,13.84,09:15,,
CAJT_GHA1114_CR2_TEAMST1,100.76,12.51,09:20,,
CAJT_GHA1114_CR2_TEAMST1,101.82,11.14,09:25,,
CAJT_GHA1114_CR2_TEAMST1,102.76,15.10,09:30,,
CAJT_GHA1114_CR2_TEAMST1,101.29,10.77,09:35,,
CAJT_GHA1114_CR2_TEAMST1,102.12,10.69,09:40,,
CAJT_GHA1114_CR2_TEAMST1,101.24,10.17,09:45,,
CAJT_GHA1114_CR2_TEAMST1,103.75,10.73,09:50,,
CAJT_GHA1114_CR2_TEAMST1,103.11,11.05,09:55,,
CAJT_GHA1114_CR2_TEAMST1,103.78,12.82,10:00,,
CAJT_GHA1114_CR2_TEAMST1,102.67,12.18,10:05,,
CAJT_GHA1114_CR2_TEAMST1,100.47,11.25,10:10,,
