Link Name,Average Travel Time (s),Standard Dev,Time,,
Section10456,"1,119.83",80.74,22:30,,
Section10456,"1,127.14",114.68,22:35,,
Section10456,"1,095.83",61.01,22:40,,
Section10456,"1,093.29",31.67,22:45,,
Section10456,"1,069.27",53.21,22:50,,
Section10456,"1,055.86",56.12,22:55,,
Section10456,"1,082.58",61.06,23:00,,
Section10456,"1,117.14",46.94,23:05,,
Section10456,"1,107.83",69.49,23:10,,
Section10456,"1,086.43",61.58,23:15,,
Section10456,"1,118.18",74.71,23:20,,
Section10456,"1,067.00",51.65,23:25,,
Section10456,"1,097.45",40.28,23:30,,
Section10456,"1,070.00",65.70,23:35,,
Section10456,"1,064.73",50.96,23:40,,
Section10456,"1,110.13",63.22,23:45,,
Section10456,"1,093.00",67.11,23:50,,
Section10456,"1,066.50",41.89,23:55,,
,,,Section10473:,,
Section10473,"1,036.67",62.11,00:00,,
Section10473,"1,056.50",57.76,00:05,,
Section10473,"1,005.50",66.89,00:10,,
Section10473,"1,024.00",79.64,00:15,,
Section10473,"1,050.25",46.84,00:20,,
Section10473,"1,072.50",110.04,00:25,,
Section10473,"1,044.67",39.32,00:30,,
Section10473,"1,089.67",89.35,00:35,,
Section10473,"1,055.00",30.92,00:40,,
Section10473,"1,013.83",91.22,00:45,,
Section10473,"1,041.58",54.69,00:50,,
Section10473,"1,053.17",62.11,00:55,,
Section10473,"1,063.44",81.71,01:00,,
Section10473,"1,073.83",48.64,01:05,,
Section10473,"1,037.67",32.75,01:10,,
Section10473,"1,127.86",82.20,01:15,,
Section10473,"1,028.55",30.59,01:20,,
Section10473,"1,071.00",63.60,01:25,,
Section10473,"1,045.92",46.18,01:30,,
Section10473,"1,100.33",46.93,01:35,,
Section10473,"1,036.50",77.73,01:40,,
Section10473,"1,068.83",31.91,01:45,,
Section10473,"1,027.58",74.07,01:50,,
Section10473,"1,062.17",49.41,01:55,,
Section10473,"1,046.58",62.34,02:00,,
Section10473,"1,085.33",41.54,02:05,,
Section10473,"1,054.08",61.91,02:10,,
Section10473,"1,088.33",56.52,02:15,,
Section10473,"1,043.36",48.58,02:20,,
Section10473,"1,069.25",80.86,02:25,,
Section10473,"1,049.58",77.80,02:30,,
Section10473,"1,010.33",120.35,02:35,,
Section10473,"1,065.92",57.93,02:40,,
Section10473,"1,037.00",60.46,02:45,,
Section10473,"1,052.73",87.95,02:50,,
Section10473,"1,077.67",75.49,02:55,,
Section10473,"1,018.75",58.19,03:00,,
Section10473,"1,048.50",41.29,03:05,,
Section10473,"1,037.90",70.77,03:10,,
Section10473,"1,033.00",52.41,03:15,,
Section10473,"1,018.67",72.36,03:20,,
Section10473,"1,051.17",57.32,03:25,,
Section10473,"1,025.83",75.80,03:30,,
Section10473,"1,051.33",31.90,03:35,,
Section10473,"1,042.75",48.81,03:40,,
Section10473,"1,028.83",48.30,03:45,,
Section10473,"1,057.50",52.93,03:50,,
Section10473,"1,011.67",58.02,03:55,,
Section10473,"1,068.25",87.24,04:00,,
Section10473,"1,074.50",114.78,04:05,,
Section10473,"1,036.33",70.19,04:10,,
Section10473,"1,108.67",101.90,04:15,,
Section10473,"1,054.17",60.56,04:20,,
Section10473,"1,141.00",93.92,04:25,,
Section10473,"1,126.17",98.12,04:30,,
Section10473,"1,133.00",118.91,04:35,,
Section10473,"1,086.00",96.33,04:40,,
Section10473,"1,077.00",79.05,04:45,,
Section10473,"1,119.25",82.92,04:50,,
Section10473,"1,156.17",75.52,04:55,,
Section10473,"1,086.08",87.98,05:00,,
Section10473,"1,127.17",67.68,05:05,,
Section10473,"1,070.17",86.83,05:10,,
Section10473,"1,103.83",79.89,05:15,,
Section10473,"1,062.00",92.33,05:20,,
Section10473,"1,120.67",59.83,05:25,,
Section10473,"1,081.58",60.86,05:30,,
Section10473,"1,111.83",57.30,05:35,,
Section10473,"1,095.25",85.57,05:40,,
Section10473,"1,112.83",52.51,05:45,,
Section10473,"1,094.83",111.63,05:50,,
Section10473,"1,106.17",78.96,05:55,,
Section10473,"1,091.25",102.24,06:00,,
Section10473,"1,074.67",94.01,06:05,,
Section10473,"1,067.42",89.00,06:10,,
Section10473,"1,108.33",93.13,06:15,,
Section10473,"1,082.91",66.19,06:20,,
Section10473,"1,123.50",103.61,06:25,,
Section10473,"1,065.09",59.67,06:30,,
Section10473,"1,131.00",70.32,06:35,,
Section10473,"1,067.45",86.91,06:40,,
Section10473,"1,039.83",46.27,06:45,,
Section10473,"1,062.27",92.49,06:50,,
Section10473,"1,103.00",38.67,06:55,,
Section10473,"1,073.64",65.71,07:00,,
Section10473,"1,027.17",68.12,07:05,,
Section10473,"1,064.45",46.31,07:10,,
Section10473,"1,025.00",45.49,07:15,,
Section10473,"1,083.36",56.25,07:20,,
Section10473,"1,073.67",44.12,07:25,,
Section10473,"1,070.45",87.15,07:30,,
Section10473,"1,070.50",73.25,07:35,,
Section10473,"1,060.36",69.64,07:40,,
Section10473,"1,083.17",71.22,07:45,,
Section10473,"1,055.91",50.97,07:50,,
Section10473,"1,013.33",54.93,07:55,,
Section10473,"1,076.18",55.84,08:00,,
Section10473,"1,055.33",54.24,08:05,,
Section10473,"1,031.00",95.29,08:10,,
Section10473,"1,050.40",52.54,08:15,,
Section10473,"1,004.50",56.76,08:20,,
Section10473,"1,055.40",40.88,08:25,,
Section10473,999.17,65.40,08:30,,
Section10473,"1,008.20",65.71,08:35,,
Section10473,"1,019.00",50.29,08:40,,
Section10473,"1,017.20",50.59,08:45,,
Section10473,"1,034.67",36.41,08:50,,
Section10473,"1,015.00",47.20,08:55,,
Section10473,"1,036.92",56.25,09:00,,
Section10473,"1,058.20",24.01,09:05,,
Section10473,"1,043.33",37.91,09:10,,
Section10473,"1,018.83",21.33,09:15,,
Section10473,"1,043.75",34.90,09:20,,
Section10473,"1,057.50",103.83,09:25,,
Section10473,"1,045.25",66.57,09:30,,
Section10473,"1,010.20",68.93,09:35,,
Section10473,"1,021.08",44.29,09:40,,
Section10473,999.00,36.53,09:45,,
Section10473,"1,030.50",55.39,09:50,,
Section10473,"1,031.67",57.40,09:55,,
Section10473,"1,025.42",37.94,10:00,,
Section10473,"1,061.50",36.18,10:05,,
Section10473,"1,067.25",62.25,10:10,,
Section10473,"1,044.00",39.24,10:15,,
Section10473,"1,041.83",37.64,10:20,,
Section10473,"1,077.33",38.40,10:25,,
Section10473,"1,075.67",48.41,10:30,,
Section10473,"1,058.50",43.08,10:35,,
Section10473,"1,049.58",32.18,10:40,,
Section10473,"1,088.17",43.72,10:45,,
Section10473,"1,072.38",40.05,10:50,,
Section10473,"1,064.20",15.59,10:55,,
Section10473,"1,070.00",69.29,11:00,,
Section10473,"1,076.83",31.06,11:05,,
Section10473,"1,047.00",43.99,11:10,,
Section10473,"1,061.80",35.92,11:15,,
Section10473,"1,081.31",41.18,11:20,,
Section10473,"1,040.60",19.68,11:25,,
Section10473,"1,080.62",46.10,11:30,,
Section10473,"1,065.60",46.39,11:35,,
Section10473,"1,055.62",39.38,11:40,,
Section10473,"1,052.00",58.91,11:45,,
Section10473,"1,063.08",56.96,11:50,,
Section10473,"1,071.00",37.58,11:55,,
Section10473,"1,063.54",53.38,12:00,,
Section10473,"1,065.50",43.16,12:05,,
Section10473,"1,062.33",31.13,12:10,,
Section10473,"1,047.17",24.52,12:15,,
Section10473,"1,071.33",42.40,12:20,,
Section10473,"1,080.33",26.23,12:25,,
Section10473,"1,072.50",36.42,12:30,,
Section10473,"1,035.40",24.48,12:35,,
Section10473,"1,059.23",31.40,12:40,,
Section10473,"1,074.33",46.41,12:45,,
Section10473,"1,066.92",39.55,12:50,,
Section10473,"1,039.00",28.13,12:55,,
Section10473,"1,064.08",32.42,13:00,,
Section10473,"1,055.71",12.50,13:05,,
Section10473,"1,088.00",29.19,13:10,,
Section10473,"1,103.00",48.67,13:15,,
Section10473,"1,066.08",54.55,13:20,,
Section10473,"1,097.83",31.62,13:25,,
Section10473,"1,081.33",47.84,13:30,,
Section10473,"1,108.17",79.16,13:35,,
Section10473,"1,083.17",66.26,13:40,,
Section10473,"1,108.17",66.20,13:45,,
Section10473,"1,097.67",60.98,13:50,,
Section10473,"1,080.00",69.73,13:55,,
Section10473,"1,057.42",51.80,14:00,,
Section10473,"1,108.50",84.86,14:05,,
Section10473,"1,037.67",30.21,14:10,,
Section10473,"1,062.50",50.92,14:15,,
Section10473,"1,064.50",55.94,14:20,,
Section10473,"1,111.50",51.11,14:25,,
Section10473,"1,072.25",60.61,14:30,,
Section10473,"1,067.83",34.03,14:35,,
Section10473,"1,065.17",35.00,14:40,,
Section10473,"1,090.50",39.15,14:45,,
Section10473,"1,068.00",23.62,14:50,,
Section10473,"1,082.80",12.89,14:55,,
Section10473,"1,063.33",48.00,15:00,,
Section10473,"1,085.60",57.94,15:05,,
Section10473,"1,061.50",49.70,15:10,,
Section10473,"1,079.40",69.73,15:15,,
Section10473,"1,056.83",38.62,15:20,,
Section10473,"1,097.40",30.68,15:25,,
Section10473,"1,045.67",24.56,15:30,,
Section10473,"1,072.17",34.47,15:35,,
Section10473,"1,097.58",54.32,15:40,,
Section10473,"1,099.33",45.99,15:45,,
Section10473,"1,076.50",55.77,15:50,,
Section10473,"1,116.50",48.79,15:55,,
Section10473,"1,086.67",51.61,16:00,,
Section10473,"1,163.67",147.22,16:05,,
Section10473,"1,087.25",33.07,16:10,,
Section10473,"1,123.83",68.24,16:15,,
Section10473,"1,079.75",39.47,16:20,,
Section10473,"1,156.33",48.09,16:25,,
Section10473,"1,097.83",47.77,16:30,,
Section10473,"1,160.67",65.64,16:35,,
Section10473,"1,104.00",48.94,16:40,,
Section10473,"1,171.00",31.96,16:45,,
Section10473,"1,105.83",57.37,16:50,,
Section10473,"1,152.17",72.25,16:55,,
Section10473,"1,107.25",58.48,17:00,,
Section10473,"1,134.67",26.14,17:05,,
Section10473,"1,103.75",43.70,17:10,,
Section10473,"1,128.83",76.19,17:15,,
Section10473,"1,107.67",53.17,17:20,,
Section10473,"1,159.83",71.81,17:25,,
Section10473,"1,115.42",48.49,17:30,,
Section10473,"1,144.17",46.45,17:35,,
Section10473,"1,079.83",29.55,17:40,,
Section10473,"1,127.83",59.82,17:45,,
Section10473,"1,094.92",32.71,17:50,,
Section10473,"1,115.67",60.46,17:55,,
Section10473,"1,122.42",34.92,18:00,,
Section10473,"1,114.67",51.04,18:05,,
Section10473,"1,087.00",42.79,18:10,,
Section10473,"1,096.00",42.11,18:15,,
Section10473,"1,094.42",55.80,18:20,,
Section10473,"1,123.50",86.81,18:25,,
Section10473,"1,094.25",57.32,18:30,,
Section10473,"1,061.50",39.97,18:35,,
Section10473,"1,063.50",42.09,18:40,,
Section10473,"1,089.33",45.90,18:45,,
Section10473,"1,050.08",39.64,18:50,,
Section10473,"1,084.00",49.29,18:55,,
Section10473,"1,059.83",24.84,19:00,,
Section10473,"1,118.00",72.43,19:05,,
Section10473,"1,049.33",25.63,19:10,,
Section10473,"1,061.50",71.91,19:15,,
Section10473,"1,054.92",44.35,19:20,,
Section10473,"1,084.83",44.06,19:25,,
Section10473,"1,096.17",62.39,19:30,,
Section10473,"1,062.33",32.41,19:35,,
Section10473,"1,074.85",45.41,19:40,,
Section10473,"1,070.83",56.93,19:45,,
Section10473,"1,045.69",77.15,19:50,,
Section10473,"1,039.50",35.66,19:55,,
Section10473,"1,052.50",41.66,20:00,,
Section10473,"1,034.83",31.61,20:05,,
Section10473,"1,047.00",77.72,20:10,,
Section10473,"1,100.17",38.84,20:15,,
Section10473,"1,035.15",59.19,20:20,,
Section10473,"1,050.17",54.96,20:25,,
Section10473,"1,075.23",58.55,20:30,,
Section10473,"1,041.83",69.80,20:35,,
Section10473,"1,040.15",57.65,20:40,,
Section10473,"1,065.14",74.21,20:45,,
Section10473,"1,022.58",69.72,20:50,,
Section10473,"1,067.00",67.49,20:55,,
Section10473,"1,058.00",76.27,21:00,,
Section10473,"1,043.00",20.71,21:05,,
Section10473,"1,039.08",48.47,21:10,,
Section10473,"1,048.00",65.84,21:15,,
Section10473,995.75,65.25,21:20,,
Section10473,"1,067.00",52.30,21:25,,
Section10473,"1,017.00",42.82,21:30,,
Section10473,"1,030.29",70.83,21:35,,
Section10473,"1,085.42",70.29,21:40,,
Section10473,"1,035.00",62.57,21:45,,
Section10473,"1,063.58",65.64,21:50,,
Section10473,"1,045.14",59.59,21:55,,
Section10473,"1,047.54",69.22,22:00,,
Section10473,"1,065.67",87.35,22:05,,
Section10473,"1,033.00",85.91,22:10,,
Section10473,"1,035.43",46.09,22:15,,
Section10473,"1,044.00",51.86,22:20,,
Section10473,"1,052.57",30.74,22:25,,
Section10473,"1,030.58",85.33,22:30,,
Section10473,"1,011.14",61.16,22:35,,
Section10473,"1,030.00",46.38,22:40,,
Section10473,"1,028.43",66.05,22:45,,
Section10473,"1,040.45",37.70,22:50,,
Section10473,"1,015.86",63.09,22:55,,
Section10473,"1,075.00",66.54,23:00,,
Section10473,"1,013.71",81.46,23:05,,
Section10473,"1,061.75",61.40,23:10,,
Section10473,"1,054.43",91.67,23:15,,
Section10473,"1,038.00",55.32,23:20,,
Section10473,"1,026.00",46.50,23:25,,
Section10473,"1,007.73",52.19,23:30,,
Section10473,"1,028.50",65.92,23:35,,
Section10473,"1,023.73",40.17,23:40,,
Section10473,"1,044.88",32.30,23:45,,
Section10473,"1,047.73",58.27,23:50,,
Section10473,"1,059.63",65.00,23:55,,
,,,Section10563:,,
Section10563,547.42,51.77,00:00,,
Section10563,533.33,58.52,00:05,,
Section10563,545.42,48.03,00:10,,
Section10563,540.17,62.40,00:15,,
Section10563,545.25,46.27,00:20,,
Section10563,524.50,32.44,00:25,,
Section10563,541.42,46.59,00:30,,
Section10563,536.33,34.79,00:35,,
Section10563,543.75,47.49,00:40,,
Section10563,543.33,39.11,00:45,,
Section10563,538.25,44.08,00:50,,
Section10563,537.50,53.72,00:55,,
Section10563,550.11,45.58,01:00,,
Section10563,532.33,48.34,01:05,,
Section10563,535.08,46.34,01:10,,
Section10563,541.00,47.84,01:15,,
Section10563,548.70,48.33,01:20,,
Section10563,539.50,55.30,01:25,,
Section10563,534.83,49.10,01:30,,
Section10563,561.60,58.22,01:35,,
Section10563,529.42,47.19,01:40,,
Section10563,579.40,27.97,01:45,,
Section10563,532.17,49.87,01:50,,
Section10563,560.17,46.49,01:55,,
Section10563,534.67,48.91,02:00,,
Section10563,549.40,67.04,02:05,,
Section10563,539.33,52.03,02:10,,
Section10563,535.33,75.78,02:15,,
Section10563,545.73,48.98,02:20,,
Section10563,523.75,78.81,02:25,,
Section10563,538.00,53.67,02:30,,
Section10563,508.67,68.57,02:35,,
Section10563,541.00,55.05,02:40,,
Section10563,531.00,72.21,02:45,,
Section10563,539.30,59.45,02:50,,
Section10563,522.33,67.05,02:55,,
Section10563,547.18,59.50,03:00,,
Section10563,543.83,54.23,03:05,,
Section10563,546.56,55.98,03:10,,
Section10563,554.20,50.87,03:15,,
Section10563,547.91,60.23,03:20,,
Section10563,555.40,52.87,03:25,,
Section10563,559.11,65.40,03:30,,
Section10563,554.40,49.83,03:35,,
Section10563,569.88,52.06,03:40,,
Section10563,546.40,56.01,03:45,,
Section10563,565.75,47.84,03:50,,
Section10563,548.80,55.72,03:55,,
Section10563,566.38,49.83,04:00,,
Section10563,540.00,54.44,04:05,,
Section10563,570.25,52.52,04:10,,
Section10563,542.40,56.17,04:15,,
Section10563,559.86,52.30,04:20,,
Section10563,545.40,58.97,04:25,,
Section10563,574.29,56.67,04:30,,
Section10563,547.60,60.77,04:35,,
Section10563,592.33,31.70,04:40,,
Section10563,547.00,56.93,04:45,,
Section10563,587.17,31.32,04:50,,
Section10563,532.20,63.57,04:55,,
Section10563,601.50,24.86,05:00,,
Section10563,549.75,58.66,05:05,,
Section10563,606.67,18.38,05:10,,
Section10563,547.00,57.39,05:15,,
Section10563,596.83,31.08,05:20,,
Section10563,525.80,60.47,05:25,,
Section10563,562.63,60.66,05:30,,
Section10563,517.40,28.21,05:35,,
Section10563,533.33,44.01,05:40,,
Section10563,528.33,22.91,05:45,,
Section10563,503.42,39.04,05:50,,
Section10563,514.83,31.12,05:55,,
Section10563,494.42,33.02,06:00,,
Section10563,482.50,32.94,06:05,,
Section10563,482.92,27.37,06:10,,
Section10563,505.67,23.75,06:15,,
Section10563,518.73,48.34,06:20,,
Section10563,497.17,35.76,06:25,,
Section10563,531.82,40.31,06:30,,
Section10563,494.67,27.32,06:35,,
Section10563,518.64,44.27,06:40,,
Section10563,487.67,31.37,06:45,,
Section10563,507.00,30.93,06:50,,
Section10563,492.50,29.48,06:55,,
Section10563,517.09,36.45,07:00,,
Section10563,481.50,35.66,07:05,,
Section10563,507.73,39.67,07:10,,
Section10563,504.00,38.43,07:15,,
Section10563,499.09,22.20,07:20,,
Section10563,500.33,47.23,07:25,,
Section10563,526.27,47.02,07:30,,
Section10563,497.83,29.08,07:35,,
Section10563,519.45,51.57,07:40,,
Section10563,510.67,27.75,07:45,,
Section10563,515.18,33.24,07:50,,
Section10563,499.50,22.85,07:55,,
Section10563,518.91,35.63,08:00,,
Section10563,505.33,37.72,08:05,,
Section10563,521.09,27.74,08:10,,
Section10563,470.40,31.80,08:15,,
Section10563,523.00,29.65,08:20,,
Section10563,471.00,28.92,08:25,,
Section10563,516.92,39.33,08:30,,
Section10563,501.00,52.19,08:35,,
Section10563,518.50,49.81,08:40,,
Section10563,489.00,51.05,08:45,,
Section10563,514.92,52.08,08:50,,
Section10563,497.60,63.61,08:55,,
Section10563,515.92,40.27,09:00,,
Section10563,517.80,70.58,09:05,,
Section10563,521.83,43.89,09:10,,
Section10563,547.33,69.40,09:15,,
Section10563,523.33,49.90,09:20,,
Section10563,510.50,82.08,09:25,,
Section10563,533.75,54.02,09:30,,
Section10563,508.80,57.48,09:35,,
Section10563,528.75,49.44,09:40,,
Section10563,512.80,57.29,09:45,,
Section10563,526.67,41.39,09:50,,
Section10563,508.50,47.89,09:55,,
Section10563,522.50,34.50,10:00,,
Section10563,498.00,53.86,10:05,,
Section10563,532.08,28.73,10:10,,
Section10563,537.50,41.06,10:15,,
Section10563,524.58,24.16,10:20,,
Section10563,536.83,41.13,10:25,,
Section10563,524.33,20.92,10:30,,
Section10563,541.50,37.05,10:35,,
Section10563,523.42,29.66,10:40,,
Section10563,543.17,24.90,10:45,,
Section10563,534.92,30.12,10:50,,
Section10563,547.80,23.66,10:55,,
Section10563,534.58,33.34,11:00,,
Section10563,532.17,31.21,11:05,,
Section10563,594.92,209.76,11:10,,
Section10563,539.60,28.75,11:15,,
Section10563,528.85,31.76,11:20,,
Section10563,535.20,27.34,11:25,,
Section10563,522.69,43.78,11:30,,
Section10563,544.80,19.02,11:35,,
Section10563,578.46,207.41,11:40,,
Section10563,551.20,36.81,11:45,,
Section10563,523.69,49.74,11:50,,
Section10563,541.20,46.98,11:55,,
Section10563,523.00,48.62,12:00,,
Section10563,540.83,48.49,12:05,,
Section10563,526.17,41.42,12:10,,
Section10563,538.67,44.02,12:15,,
Section10563,530.08,35.24,12:20,,
Section10563,544.00,42.72,12:25,,
Section10563,532.50,38.38,12:30,,
Section10563,512.60,45.54,12:35,,
Section10563,526.38,33.46,12:40,,
Section10563,519.33,29.95,12:45,,
Section10563,527.00,31.33,12:50,,
Section10563,520.00,24.05,12:55,,
Section10563,520.25,34.88,13:00,,
Section10563,544.57,49.54,13:05,,
Section10563,525.36,40.34,13:10,,
Section10563,533.00,31.67,13:15,,
Section10563,514.00,28.73,13:20,,
Section10563,522.00,18.72,13:25,,
Section10563,520.58,27.91,13:30,,
Section10563,523.33,21.33,13:35,,
Section10563,523.17,33.00,13:40,,
Section10563,521.17,26.16,13:45,,
Section10563,512.42,20.78,13:50,,
Section10563,516.67,27.46,13:55,,
Section10563,505.75,20.32,14:00,,
Section10563,525.33,25.73,14:05,,
Section10563,510.67,24.15,14:10,,
Section10563,527.33,19.67,14:15,,
Section10563,519.67,33.90,14:20,,
Section10563,523.83,20.70,14:25,,
Section10563,523.75,27.12,14:30,,
Section10563,516.17,17.86,14:35,,
Section10563,528.50,15.95,14:40,,
Section10563,517.00,37.06,14:45,,
Section10563,531.58,24.94,14:50,,
Section10563,533.83,27.30,14:55,,
Section10563,525.92,33.60,15:00,,
Section10563,531.00,21.82,15:05,,
Section10563,522.00,33.94,15:10,,
Section10563,537.33,39.77,15:15,,
Section10563,507.92,31.62,15:20,,
Section10563,526.67,16.66,15:25,,
Section10563,513.58,40.97,15:30,,
Section10563,506.83,31.07,15:35,,
Section10563,508.67,35.98,15:40,,
Section10563,494.00,23.82,15:45,,
Section10563,515.92,34.03,15:50,,
Section10563,497.00,29.70,15:55,,
Section10563,519.92,32.60,16:00,,
Section10563,522.83,19.38,16:05,,
Section10563,516.83,23.93,16:10,,
Section10563,519.50,11.73,16:15,,
Section10563,527.33,29.31,16:20,,
Section10563,527.83,30.49,16:25,,
Section10563,525.33,32.27,16:30,,
Section10563,531.83,24.76,16:35,,
Section10563,522.00,30.26,16:40,,
Section10563,538.00,31.62,16:45,,
Section10563,518.75,36.41,16:50,,
Section10563,531.50,20.95,16:55,,
Section10563,517.75,38.41,17:00,,
Section10563,537.00,24.59,17:05,,
Section10563,521.67,31.64,17:10,,
Section10563,532.83,20.55,17:15,,
Section10563,546.08,45.16,17:20,,
Section10563,528.00,32.62,17:25,,
Section10563,543.83,47.17,17:30,,
Section10563,530.17,26.72,17:35,,
Section10563,534.00,29.86,17:40,,
Section10563,530.33,34.73,17:45,,
Section10563,518.58,39.00,17:50,,
Section10563,535.83,16.45,17:55,,
Section10563,527.50,18.42,18:00,,
Section10563,536.83,25.96,18:05,,
Section10563,524.50,30.33,18:10,,
Section10563,529.83,38.08,18:15,,
Section10563,517.58,30.85,18:20,,
Section10563,514.67,20.53,18:25,,
Section10563,520.42,32.59,18:30,,
Section10563,513.83,11.05,18:35,,
Section10563,529.75,40.96,18:40,,
Section10563,522.17,20.70,18:45,,
Section10563,530.92,37.73,18:50,,
Section10563,508.67,34.45,18:55,,
Section10563,535.00,35.24,19:00,,
Section10563,512.17,37.94,19:05,,
Section10563,538.25,35.93,19:10,,
Section10563,527.83,21.52,19:15,,
Section10563,532.33,33.20,19:20,,
Section10563,522.17,13.20,19:25,,
Section10563,530.83,28.68,19:30,,
Section10563,522.00,19.37,19:35,,
Section10563,532.38,34.69,19:40,,
Section10563,519.50,24.33,19:45,,
Section10563,535.92,28.19,19:50,,
Section10563,517.67,33.36,19:55,,
Section10563,540.69,32.53,20:00,,
Section10563,538.83,47.27,20:05,,
Section10563,538.15,33.66,20:10,,
Section10563,527.17,32.52,20:15,,
Section10563,541.31,34.74,20:20,,
Section10563,523.33,45.34,20:25,,
Section10563,531.77,29.77,20:30,,
Section10563,545.83,26.06,20:35,,
Section10563,521.77,28.04,20:40,,
Section10563,539.29,33.28,20:45,,
Section10563,529.00,37.38,20:50,,
Section10563,535.71,29.81,20:55,,
Section10563,542.25,44.69,21:00,,
Section10563,532.00,13.86,21:05,,
Section10563,528.42,35.47,21:10,,
Section10563,532.71,13.82,21:15,,
Section10563,530.17,40.82,21:20,,
Section10563,531.57,20.85,21:25,,
Section10563,520.75,32.06,21:30,,
Section10563,526.00,20.74,21:35,,
Section10563,523.58,27.62,21:40,,
Section10563,522.86,18.77,21:45,,
Section10563,523.33,30.51,21:50,,
Section10563,531.00,24.73,21:55,,
Section10563,524.85,34.91,22:00,,
Section10563,527.33,30.90,22:05,,
Section10563,530.00,43.84,22:10,,
Section10563,522.57,29.54,22:15,,
Section10563,522.83,35.01,22:20,,
Section10563,530.43,33.25,22:25,,
Section10563,512.17,32.25,22:30,,
Section10563,517.14,33.60,22:35,,
Section10563,513.42,26.33,22:40,,
Section10563,519.14,43.55,22:45,,
Section10563,526.45,37.16,22:50,,
Section10563,522.57,47.99,22:55,,
Section10563,518.75,38.85,23:00,,
Section10563,525.86,29.63,23:05,,
Section10563,512.92,45.11,23:10,,
Section10563,520.14,30.56,23:15,,
Section10563,522.18,42.67,23:20,,
Section10563,515.63,26.89,23:25,,
Section10563,526.36,39.14,23:30,,
Section10563,522.00,32.11,23:35,,
Section10563,525.18,40.15,23:40,,
Section10563,517.50,34.70,23:45,,
Section10563,517.64,41.08,23:50,,
Section10563,536.13,55.53,23:55,,
,,,Section10668:,,
Section10668,809.58,73.32,00:00,,
Section10668,824.83,39.40,00:05,,
Section10668,807.75,53.17,00:10,,
Section10668,842.50,47.29,00:15,,
Section10668,813.58,59.19,00:20,,
Section10668,788.33,44.56,00:25,,
Section10668,821.33,66.34,00:30,,
Section10668,846.50,60.28,00:35,,
Section10668,792.92,59.00,00:40,,
Section10668,805.00,88.31,00:45,,
Section10668,792.83,55.62,00:50,,
Section10668,820.17,94.75,00:55,,
Section10668,799.78,57.85,01:00,,
Section10668,803.33,85.10,01:05,,
Section10668,858.00,83.73,01:10,,
Section10668,870.43,86.04,01:15,,
Section10668,816.27,76.24,01:20,,
Section10668,840.33,118.84,01:25,,
Section10668,848.33,61.47,01:30,,
Section10668,828.33,75.16,01:35,,
Section10668,837.25,75.57,01:40,,
Section10668,825.33,71.11,01:45,,
Section10668,797.08,64.82,01:50,,
Section10668,854.17,69.23,01:55,,
Section10668,833.00,84.44,02:00,,
Section10668,806.00,83.11,02:05,,
Section10668,816.83,65.87,02:10,,
Section10668,847.50,86.69,02:15,,
Section10668,868.91,70.45,02:20,,
Section10668,895.25,31.70,02:25,,
Section10668,856.42,83.16,02:30,,
Section10668,922.83,58.08,02:35,,
Section10668,872.58,89.50,02:40,,
Section10668,933.00,53.69,02:45,,
Section10668,816.27,69.00,02:50,,
Section10668,911.17,43.68,02:55,,
Section10668,874.42,105.72,03:00,,
Section10668,844.00,93.81,03:05,,
Section10668,827.30,82.91,03:10,,
Section10668,846.50,120.00,03:15,,
Section10668,821.42,64.05,03:20,,
Section10668,833.83,106.80,03:25,,
Section10668,856.00,76.50,03:30,,
Section10668,876.17,100.18,03:35,,
Section10668,844.50,72.76,03:40,,
Section10668,845.00,101.31,03:45,,
Section10668,868.83,82.41,03:50,,
Section10668,876.83,65.97,03:55,,
Section10668,885.00,91.61,04:00,,
Section10668,876.83,80.98,04:05,,
Section10668,902.25,111.22,04:10,,
Section10668,885.83,56.91,04:15,,
Section10668,853.75,76.67,04:20,,
Section10668,878.67,35.61,04:25,,
Section10668,861.08,55.01,04:30,,
Section10668,908.50,49.36,04:35,,
Section10668,875.42,70.34,04:40,,
Section10668,897.17,118.23,04:45,,
Section10668,876.83,60.48,04:50,,
Section10668,908.00,38.63,04:55,,
Section10668,884.17,83.04,05:00,,
Section10668,878.17,65.34,05:05,,
Section10668,897.33,63.02,05:10,,
Section10668,876.83,90.44,05:15,,
Section10668,876.92,86.83,05:20,,
Section10668,875.67,56.74,05:25,,
Section10668,893.25,85.43,05:30,,
Section10668,853.83,53.36,05:35,,
Section10668,907.92,95.17,05:40,,
Section10668,865.83,96.68,05:45,,
Section10668,881.92,86.52,05:50,,
Section10668,910.00,92.61,05:55,,
Section10668,906.91,74.75,06:00,,
Section10668,870.33,90.95,06:05,,
Section10668,904.18,58.35,06:10,,
Section10668,900.50,20.50,06:15,,
Section10668,890.82,89.45,06:20,,
Section10668,833.83,61.58,06:25,,
Section10668,839.55,49.21,06:30,,
Section10668,882.50,43.73,06:35,,
Section10668,806.91,50.73,06:40,,
Section10668,846.33,27.51,06:45,,
Section10668,803.64,37.65,06:50,,
Section10668,809.00,73.57,06:55,,
Section10668,826.09,56.67,07:00,,
Section10668,859.50,56.54,07:05,,
Section10668,806.18,42.25,07:10,,
Section10668,825.67,53.15,07:15,,
Section10668,818.09,56.21,07:20,,
Section10668,801.17,27.85,07:25,,
Section10668,820.45,48.06,07:30,,
