Site Name,Average,StDev,Time,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:10,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:15,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:20,,
CAJT_GHA1114_CR2_HD3,92.63,4.43,00:25,,
CAJT_GHA1114_CR2_HD3,92.61,3.00,00:30,,
CAJT_GHA1114_CR2_HD3,92.07,0.71,00:35,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:40,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:50,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,00:55,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:10,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:15,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:20,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:25,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:30,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:35,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:40,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:50,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,01:55,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:10,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:15,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:20,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:25,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:30,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:35,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:40,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:50,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,02:55,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:05,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:10,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:15,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:20,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:25,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:30,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:35,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:40,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:45,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:50,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,03:55,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,04:00,,
CAJT_GHA1114_CR2_HD3,92.00,0.00,04:05,,
CAJT_GHA1114_CR2_HD3,92.04,0.20,04:10,,
CAJT_GHA1114_CR2_HD3,92.07,0.26,04:15,,
CAJT_GHA1114_CR2_HD3,92.12,0.44,04:20,,
CAJT_GHA1114_CR2_HD3,92.14,0.50,04:25,,
CAJT_GHA1114_CR2_HD3,92.20,0.71,04:30,,
CAJT_GHA1114_CR2_HD3,92.21,0.75,04:35,,
CAJT_GHA1114_CR2_HD3,92.27,0.93,04:40,,
CAJT_GHA1114_CR2_HD3,92.27,0.93,04:45,,
CAJT_GHA1114_CR2_HD3,92.31,1.10,04:50,,
CAJT_GHA1114_CR2_HD3,92.42,1.29,04:55,,
CAJT_GHA1114_CR2_HD3,92.37,1.27,05:00,,
CAJT_GHA1114_CR2_HD3,92.39,1.37,05:05,,
CAJT_GHA1114_CR2_HD3,92.92,3.90,05:10,,
CAJT_GHA1114_CR2_HD3,92.57,2.01,05:15,,
CAJT_GHA1114_CR2_HD3,92.82,2.78,05:20,,
CAJT_GHA1114_CR2_HD3,92.78,2.43,05:25,,
CAJT_GHA1114_CR2_HD3,92.90,2.76,05:30,,
CAJT_GHA1114_CR2_HD3,93.66,4.47,05:35,,
CAJT_GHA1114_CR2_HD3,94.82,5.69,05:40,,
CAJT_GHA1114_CR2_HD3,97.80,9.29,05:45,,
CAJT_GHA1114_CR2_HD3,98.08,7.64,05:50,,
CAJT_GHA1114_CR2_HD3,97.33,8.07,05:55,,
CAJT_GHA1114_CR2_HD3,95.90,7.66,06:00,,
CAJT_GHA1114_CR2_HD3,94.73,6.11,06:05,,
CAJT_GHA1114_CR2_HD3,93.73,4.68,06:10,,
CAJT_GHA1114_CR2_HD3,94.53,6.32,06:15,,
CAJT_GHA1114_CR2_HD3,96.84,10.20,06:20,,
CAJT_GHA1114_CR2_HD3,98.84,10.49,06:25,,
CAJT_GHA1114_CR2_HD3,99.02,9.47,06:30,,
CAJT_GHA1114_CR2_HD3,99.80,10.27,06:35,,
CAJT_GHA1114_CR2_HD3,99.84,9.44,06:40,,
CAJT_GHA1114_CR2_HD3,100.59,10.68,06:45,,
CAJT_GHA1114_CR2_HD3,102.04,12.04,06:50,,
CAJT_GHA1114_CR2_HD3,102.82,12.16,06:55,,
CAJT_GHA1114_CR2_HD3,102.88,12.60,07:00,,
CAJT_GHA1114_CR2_HD3,102.41,12.09,07:05,,
CAJT_GHA1114_CR2_HD3,102.22,12.90,07:10,,
CAJT_GHA1114_CR2_HD3,102.61,12.82,07:15,,
CAJT_GHA1114_CR2_HD3,102.67,14.09,07:20,,
CAJT_GHA1114_CR2_HD3,103.94,14.93,07:25,,
CAJT_GHA1114_CR2_HD3,103.43,13.94,07:30,,
CAJT_GHA1114_CR2_HD3,105.15,15.48,07:35,,
CAJT_GHA1114_CR2_HD3,105.71,15.48,07:40,,
CAJT_GHA1114_CR2_HD3,106.69,17.37,07:45,,
CAJT_GHA1114_CR2_HD3,105.80,16.12,07:50,,
CAJT_GHA1114_CR2_HD3,106.44,17.43,07:55,,
CAJT_GHA1114_CR2_HD3,105.39,15.97,08:00,,
CAJT_GHA1114_CR2_HD3,107.02,19.89,08:05,,
CAJT_GHA1114_CR2_HD3,107.53,21.05,08:10,,
CAJT_GHA1114_CR2_HD3,107.08,19.97,08:15,,
CAJT_GHA1114_CR2_HD3,109.13,23.35,08:20,,
CAJT_GHA1114_CR2_HD3,109.16,20.44,08:25,,
CAJT_GHA1114_CR2_HD3,106.04,17.26,08:30,,
CAJT_GHA1114_CR2_HD3,107.04,17.38,08:35,,
CAJT_GHA1114_CR2_HD3,108.59,21.22,08:40,,
CAJT_GHA1114_CR2_HD3,109.10,22.11,08:45,,
CAJT_GHA1114_CR2_HD3,108.92,20.02,08:50,,
CAJT_GHA1114_CR2_HD3,108.32,18.39,08:55,,
CAJT_GHA1114_CR2_HD3,108.18,18.14,09:00,,
CAJT_GHA1114_CR2_HD3,109.43,20.19,09:05,,
CAJT_GHA1114_CR2_HD3,107.76,18.77,09:10,,
CAJT_GHA1114_CR2_HD3,108.46,19.07,09:15,,
CAJT_GHA1114_CR2_HD3,107.92,18.44,09:20,,
CAJT_GHA1114_CR2_HD3,107.59,16.80,09:25,,
CAJT_GHA1114_CR2_HD3,107.63,16.24,09:30,,
CAJT_GHA1114_CR2_HD3,106.36,15.53,09:35,,
CAJT_GHA1114_CR2_HD3,105.59,15.49,09:40,,
CAJT_GHA1114_CR2_HD3,106.76,17.06,09:45,,
CAJT_GHA1114_CR2_HD3,106.78,17.78,09:50,,
CAJT_GHA1114_CR2_HD3,106.64,17.44,09:55,,
CAJT_GHA1114_CR2_HD3,105.00,14.41,10:00,,
CAJT_GHA1114_CR2_HD3,106.08,17.32,10:05,,
CAJT_GHA1114_CR2_HD3,107.53,18.97,10:10,,
CAJT_GHA1114_CR2_HD3,106.57,17.31,10:15,,
CAJT_GHA1114_CR2_HD3,106.04,16.22,10:20,,
CAJT_GHA1114_CR2_HD3,107.55,17.11,10:25,,
CAJT_GHA1114_CR2_HD3,107.90,17.55,10:30,,
CAJT_GHA1114_CR2_HD3,107.02,17.16,10:35,,
CAJT_GHA1114_CR2_HD3,106.48,17.27,10:40,,
CAJT_GHA1114_CR2_HD3,106.10,16.46,10:45,,
CAJT_GHA1114_CR2_HD3,105.77,17.71,10:50,,
CAJT_GHA1114_CR2_HD3,106.35,18.07,10:55,,
CAJT_GHA1114_CR2_HD3,107.69,19.61,11:00,,
CAJT_GHA1114_CR2_HD3,107.88,19.66,11:05,,
CAJT_GHA1114_CR2_HD3,107.15,17.26,11:10,,
CAJT_GHA1114_CR2_HD3,105.86,17.11,11:15,,
CAJT_GHA1114_CR2_HD3,106.14,16.66,11:20,,
CAJT_GHA1114_CR2_HD3,107.22,17.88,11:25,,
CAJT_GHA1114_CR2_HD3,106.37,16.16,11:30,,
CAJT_GHA1114_CR2_HD3,107.56,17.23,11:35,,
CAJT_GHA1114_CR2_HD3,107.94,18.79,11:40,,
CAJT_GHA1114_CR2_HD3,106.88,17.06,11:45,,
CAJT_GHA1114_CR2_HD3,107.48,17.39,11:50,,
CAJT_GHA1114_CR2_HD3,106.34,16.71,11:55,,
CAJT_GHA1114_CR2_HD3,106.92,19.15,12:00,,
CAJT_GHA1114_CR2_HD3,106.92,19.61,12:05,,
CAJT_GHA1114_CR2_HD3,106.90,19.95,12:10,,
CAJT_GHA1114_CR2_HD3,108.35,20.09,12:15,,
CAJT_GHA1114_CR2_HD3,107.16,17.05,12:20,,
CAJT_GHA1114_CR2_HD3,106.76,16.11,12:25,,
CAJT_GHA1114_CR2_HD3,106.84,16.84,12:30,,
CAJT_GHA1114_CR2_HD3,108.44,20.37,12:35,,
CAJT_GHA1114_CR2_HD3,108.45,19.84,12:40,,
CAJT_GHA1114_CR2_HD3,106.90,18.07,12:45,,
CAJT_GHA1114_CR2_HD3,107.69,19.83,12:50,,
CAJT_GHA1114_CR2_HD3,107.33,18.58,12:55,,
CAJT_GHA1114_CR2_HD3,107.18,18.71,13:00,,
CAJT_GHA1114_CR2_HD3,108.06,18.58,13:05,,
CAJT_GHA1114_CR2_HD3,106.98,17.28,13:10,,
CAJT_GHA1114_CR2_HD3,107.47,19.26,13:15,,
CAJT_GHA1114_CR2_HD3,108.14,21.35,13:20,,
CAJT_GHA1114_CR2_HD3,107.06,18.92,13:25,,
CAJT_GHA1114_CR2_HD3,107.31,19.83,13:30,,
CAJT_GHA1114_CR2_HD3,107.75,19.27,13:35,,
CAJT_GHA1114_CR2_HD3,106.75,17.98,13:40,,
CAJT_GHA1114_CR2_HD3,106.79,19.05,13:45,,
CAJT_GHA1114_CR2_HD3,107.02,17.89,13:50,,
CAJT_GHA1114_CR2_HD3,106.52,18.23,13:55,,
CAJT_GHA1114_CR2_HD3,106.90,20.77,14:00,,
CAJT_GHA1114_CR2_HD3,108.15,21.05,14:05,,
CAJT_GHA1114_CR2_HD3,106.63,19.20,14:10,,
CAJT_GHA1114_CR2_HD3,108.53,18.90,14:15,,
CAJT_GHA1114_CR2_HD3,107.31,17.16,14:20,,
CAJT_GHA1114_CR2_HD3,107.00,17.97,14:25,,
CAJT_GHA1114_CR2_HD3,107.27,18.69,14:30,,
CAJT_GHA1114_CR2_HD3,106.31,19.03,14:35,,
CAJT_GHA1114_CR2_HD3,105.65,17.35,14:40,,
CAJT_GHA1114_CR2_HD3,105.83,18.36,14:45,,
CAJT_GHA1114_CR2_HD3,105.33,18.09,14:50,,
CAJT_GHA1114_CR2_HD3,106.65,18.91,14:55,,
CAJT_GHA1114_CR2_HD3,104.96,16.70,15:00,,
CAJT_GHA1114_CR2_HD3,105.50,19.25,15:05,,
CAJT_GHA1114_CR2_HD3,105.19,16.99,15:10,,
CAJT_GHA1114_CR2_HD3,104.54,15.44,15:15,,
CAJT_GHA1114_CR2_HD3,104.52,15.05,15:20,,
CAJT_GHA1114_CR2_HD3,105.65,16.25,15:25,,
CAJT_GHA1114_CR2_HD3,105.79,16.05,15:30,,
CAJT_GHA1114_CR2_HD3,106.55,17.08,15:35,,
CAJT_GHA1114_CR2_HD3,107.98,18.23,15:40,,
CAJT_GHA1114_CR2_HD3,107.25,16.82,15:45,,
CAJT_GHA1114_CR2_HD3,106.38,16.13,15:50,,
CAJT_GHA1114_CR2_HD3,106.35,16.14,15:55,,
CAJT_GHA1114_CR2_HD3,107.35,17.54,16:00,,
CAJT_GHA1114_CR2_HD3,106.60,17.19,16:05,,
CAJT_GHA1114_CR2_HD3,108.54,19.88,16:10,,
CAJT_GHA1114_CR2_HD3,109.59,21.41,16:15,,
CAJT_GHA1114_CR2_HD3,109.02,19.38,16:20,,
CAJT_GHA1114_CR2_HD3,109.15,19.85,16:25,,
CAJT_GHA1114_CR2_HD3,107.65,18.78,16:30,,
CAJT_GHA1114_CR2_HD3,109.93,21.57,16:35,,
CAJT_GHA1114_CR2_HD3,109.67,20.59,16:40,,
CAJT_GHA1114_CR2_HD3,110.38,20.13,16:45,,
CAJT_GHA1114_CR2_HD3,110.04,21.09,16:50,,
CAJT_GHA1114_CR2_HD3,109.90,21.17,16:55,,
CAJT_GHA1114_CR2_HD3,111.23,23.77,17:00,,
CAJT_GHA1114_CR2_HD3,112.98,26.51,17:05,,
CAJT_GHA1114_CR2_HD3,112.58,25.38,17:10,,
CAJT_GHA1114_CR2_HD3,112.64,25.55,17:15,,
CAJT_GHA1114_CR2_HD3,111.94,25.79,17:20,,
CAJT_GHA1114_CR2_HD3,111.21,23.40,17:25,,
CAJT_GHA1114_CR2_HD3,110.96,23.44,17:30,,
CAJT_GHA1114_CR2_HD3,110.59,21.71,17:35,,
CAJT_GHA1114_CR2_HD3,109.67,20.28,17:40,,
CAJT_GHA1114_CR2_HD3,108.42,19.96,17:45,,
CAJT_GHA1114_CR2_HD3,108.44,20.59,17:50,,
CAJT_GHA1114_CR2_HD3,107.51,18.09,17:55,,
CAJT_GHA1114_CR2_HD3,107.46,17.42,18:00,,
CAJT_GHA1114_CR2_HD3,108.50,20.74,18:05,,
CAJT_GHA1114_CR2_HD3,107.75,19.26,18:10,,
CAJT_GHA1114_CR2_HD3,107.11,18.87,18:15,,
CAJT_GHA1114_CR2_HD3,106.56,18.02,18:20,,
CAJT_GHA1114_CR2_HD3,106.06,17.05,18:25,,
CAJT_GHA1114_CR2_HD3,105.48,16.85,18:30,,
CAJT_GHA1114_CR2_HD3,106.13,17.21,18:35,,
CAJT_GHA1114_CR2_HD3,105.54,17.66,18:40,,
CAJT_GHA1114_CR2_HD3,105.44,17.26,18:45,,
CAJT_GHA1114_CR2_HD3,105.71,18.48,18:50,,
CAJT_GHA1114_CR2_HD3,105.94,18.09,18:55,,
CAJT_GHA1114_CR2_HD3,104.60,16.13,19:00,,
CAJT_GHA1114_CR2_HD3,104.98,16.78,19:05,,
CAJT_GHA1114_CR2_HD3,103.67,14.20,19:10,,
CAJT_GHA1114_CR2_HD3,102.86,14.56,19:15,,
CAJT_GHA1114_CR2_HD3,101.98,13.74,19:20,,
CAJT_GHA1114_CR2_HD3,102.69,13.66,19:25,,
CAJT_GHA1114_CR2_HD3,102.46,13.81,19:30,,
CAJT_GHA1114_CR2_HD3,100.93,12.73,19:35,,
CAJT_GHA1114_CR2_HD3,99.60,10.68,19:40,,
CAJT_GHA1114_CR2_HD3,99.71,10.72,19:45,,
CAJT_GHA1114_CR2_HD3,98.31,9.23,19:50,,
CAJT_GHA1114_CR2_HD3,99.64,10.70,19:55,,
CAJT_GHA1114_CR2_HD3,99.42,10.93,20:00,,
CAJT_GHA1114_CR2_HD3,99.94,12.42,20:05,,
CAJT_GHA1114_CR2_HD3,99.23,10.67,20:10,,
CAJT_GHA1114_CR2_HD3,100.59,11.34,20:15,,
CAJT_GHA1114_CR2_HD3,98.73,9.60,20:20,,
CAJT_GHA1114_CR2_HD3,99.00,10.81,20:25,,
CAJT_GHA1114_CR2_HD3,98.77,11.47,20:30,,
CAJT_GHA1114_CR2_HD3,98.79,10.46,20:35,,
CAJT_GHA1114_CR2_HD3,98.44,8.59,20:40,,
CAJT_GHA1114_CR2_HD3,98.81,9.16,20:45,,
CAJT_GHA1114_CR2_HD3,98.00,8.95,20:50,,
CAJT_GHA1114_CR2_HD3,98.40,9.18,20:55,,
CAJT_GHA1114_CR2_HD3,97.92,8.88,21:00,,
CAJT_GHA1114_CR2_HD3,98.85,10.40,21:05,,
CAJT_GHA1114_CR2_HD3,98.19,9.54,21:10,,
CAJT_GHA1114_CR2_HD3,98.43,13.45,21:15,,
CAJT_GHA1114_CR2_HD3,96.58,10.82,21:20,,
CAJT_GHA1114_CR2_HD3,96.06,9.34,21:25,,
CAJT_GHA1114_CR2_HD3,94.38,5.25,21:30,,
CAJT_GHA1114_CR2_HD3,95.30,8.77,21:35,,
CAJT_GHA1114_CR2_HD3,95.60,9.71,21:40,,
CAJT_GHA1114_CR2_HD3,95.88,8.09,21:45,,
CAJT_GHA1114_CR2_HD3,96.19,9.83,21:50,,
CAJT_GHA1114_CR2_HD3,95.82,7.52,21:55,,
CAJT_GHA1114_CR2_HD3,95.52,7.03,22:00,,
CAJT_GHA1114_CR2_HD3,96.96,8.43,22:05,,
CAJT_GHA1114_CR2_HD3,95.58,7.65,22:10,,
CAJT_GHA1114_CR2_HD3,93.93,5.70,22:15,,
CAJT_GHA1114_CR2_HD3,92.15,1.80,22:20,,
CAJT_GHA1114_CR2_HD3,92.96,4.95,22:25,,
CAJT_GHA1114_CR2_HD3,93.50,4.34,22:30,,
CAJT_GHA1114_CR2_HD3,93.27,4.09,22:35,,
CAJT_GHA1114_CR2_HD3,92.92,2.77,22:40,,
CAJT_GHA1114_CR2_HD3,92.54,3.05,22:45,,
CAJT_GHA1114_CR2_HD3,93.29,6.22,22:50,,
CAJT_GHA1114_CR2_HD3,92.76,3.50,22:55,,
CAJT_GHA1114_CR2_HD3,94.58,9.82,23:00,,
CAJT_GHA1114_CR2_HD3,94.83,8.11,23:05,,
CAJT_GHA1114_CR2_HD3,93.94,5.86,23:10,,
CAJT_GHA1114_CR2_HD3,92.24,3.00,23:15,,
CAJT_GHA1114_CR2_HD3,92.35,1.63,23:20,,
CAJT_GHA1114_CR2_HD3,92.35,2.06,23:25,,
CAJT_GHA1114_CR2_HD3,92.46,2.37,23:30,,
CAJT_GHA1114_CR2_HD3,92.48,2.18,23:35,,
CAJT_GHA1114_CR2_HD3,92.73,3.30,23:40,,
CAJT_GHA1114_CR2_HD3,93.98,5.69,23:45,,
CAJT_GHA1114_CR2_HD3,93.21,3.28,23:50,,
CAJT_GHA1114_CR2_HD3,92.17,0.84,23:55,,
,,,,,
CAJT_GHA1114_CR2_TEAMST1,86.86,3.39,00:00,,
CAJT_GHA1114_CR2_TEAMST1,86.63,1.68,00:05,,
CAJT_GHA1114_CR2_TEAMST1,86.69,1.78,00:10,,
CAJT_GHA1114_CR2_TEAMST1,86.65,1.80,00:15,,
CAJT_GHA1114_CR2_TEAMST1,86.39,1.66,00:20,,
CAJT_GHA1114_CR2_TEAMST1,86.41,0.81,00:25,,
CAJT_GHA1114_CR2_TEAMST1,86.58,0.82,00:30,,
CAJT_GHA1114_CR2_TEAMST1,86.63,0.93,00:35,,
CAJT_GHA1114_CR2_TEAMST1,86.57,0.61,00:40,,
CAJT_GHA1114_CR2_TEAMST1,86.51,0.51,00:45,,
CAJT_GHA1114_CR2_TEAMST1,86.86,1.81,00:50,,
CAJT_GHA1114_CR2_TEAMST1,87.00,2.24,00:55,,
CAJT_GHA1114_CR2_TEAMST1,87.00,1.08,01:00,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,01:05,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,01:10,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,01:15,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,01:20,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,01:25,,
CAJT_GHA1114_CR2_TEAMST1,86.91,1.06,01:30,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,01:35,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,01:40,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,01:45,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,01:50,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,01:55,,
CAJT_GHA1114_CR2_TEAMST1,87.02,0.14,02:00,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:05,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:10,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:15,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:20,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:25,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:30,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:35,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:40,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:45,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:50,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,02:55,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,03:00,,
CAJT_GHA1114_CR2_TEAMST1,87.00,0.00,03:05,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,03:10,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,03:15,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,03:20,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,03:25,,
CAJT_GHA1114_CR2_TEAMST1,86.84,0.37,03:30,,
CAJT_GHA1114_CR2_TEAMST1,86.67,0.47,03:35,,
CAJT_GHA1114_CR2_TEAMST1,86.67,0.47,03:40,,
CAJT_GHA1114_CR2_TEAMST1,86.67,0.47,03:45,,
CAJT_GHA1114_CR2_TEAMST1,86.71,0.54,03:50,,
CAJT_GHA1114_CR2_TEAMST1,86.71,0.54,03:55,,
CAJT_GHA1114_CR2_TEAMST1,86.80,0.82,04:00,,
CAJT_GHA1114_CR2_TEAMST1,86.76,0.63,04:05,,
CAJT_GHA1114_CR2_TEAMST1,86.71,0.54,04:10,,
CAJT_GHA1114_CR2_TEAMST1,86.55,0.82,04:15,,
CAJT_GHA1114_CR2_TEAMST1,86.55,0.82,04:20,,
CAJT_GHA1114_CR2_TEAMST1,86.22,0.96,04:25,,
CAJT_GHA1114_CR2_TEAMST1,86.70,2.39,04:30,,
CAJT_GHA1114_CR2_TEAMST1,86.20,1.24,04:35,,
CAJT_GHA1114_CR2_TEAMST1,86.24,1.32,04:40,,
CAJT_GHA1114_CR2_TEAMST1,86.59,3.73,04:45,,
CAJT_GHA1114_CR2_TEAMST1,86.44,1.87,04:50,,
CAJT_GHA1114_CR2_TEAMST1,86.73,2.68,04:55,,
CAJT_GHA1114_CR2_TEAMST1,86.71,2.15,05:00,,
CAJT_GHA1114_CR2_TEAMST1,87.55,3.58,05:05,,
CAJT_GHA1114_CR2_TEAMST1,87.44,2.68,05:10,,
CAJT_GHA1114_CR2_TEAMST1,88.08,2.83,05:15,,
CAJT_GHA1114_CR2_TEAMST1,88.45,3.21,05:20,,
CAJT_GHA1114_CR2_TEAMST1,89.12,3.27,05:25,,
CAJT_GHA1114_CR2_TEAMST1,91.49,4.14,05:30,,
CAJT_GHA1114_CR2_TEAMST1,93.02,4.69,05:35,,
CAJT_GHA1114_CR2_TEAMST1,94.10,4.22,05:40,,
CAJT_GHA1114_CR2_TEAMST1,95.14,4.97,05:45,,
CAJT_GHA1114_CR2_TEAMST1,97.56,8.47,05:50,,
CAJT_GHA1114_CR2_TEAMST1,98.33,6.33,05:55,,
CAJT_GHA1114_CR2_TEAMST1,98.86,6.42,06:00,,
CAJT_GHA1114_CR2_TEAMST1,98.98,7.07,06:05,,
CAJT_GHA1114_CR2_TEAMST1,100.60,6.98,06:10,,
CAJT_GHA1114_CR2_TEAMST1,101.43,8.01,06:15,,
CAJT_GHA1114_CR2_TEAMST1,101.94,8.17,06:20,,
CAJT_GHA1114_CR2_TEAMST1,102.00,8.37,06:25,,
CAJT_GHA1114_CR2_TEAMST1,102.10,10.42,06:30,,
CAJT_GHA1114_CR2_TEAMST1,101.10,10.95,06:35,,
CAJT_GHA1114_CR2_TEAMST1,101.47,11.11,06:40,,
CAJT_GHA1114_CR2_TEAMST1,102.63,10.87,06:45,,
CAJT_GHA1114_CR2_TEAMST1,102.86,11.37,06:50,,
CAJT_GHA1114_CR2_TEAMST1,103.71,11.41,06:55,,
CAJT_GHA1114_CR2_TEAMST1,104.98,11.21,07:00,,
CAJT_GHA1114_CR2_TEAMST1,105.92,12.03,07:05,,
CAJT_GHA1114_CR2_TEAMST1,104.77,11.21,07:10,,
CAJT_GHA1114_CR2_TEAMST1,104.96,11.42,07:15,,
CAJT_GHA1114_CR2_TEAMST1,105.65,11.43,07:20,,
CAJT_GHA1114_CR2_TEAMST1,106.22,11.83,07:25,,
CAJT_GHA1114_CR2_TEAMST1,108.18,11.76,07:30,,
CAJT_GHA1114_CR2_TEAMST1,107.73,11.68,07:35,,
CAJT_GHA1114_CR2_TEAMST1,108.73,12.30,07:40,,
CAJT_GHA1114_CR2_TEAMST1,108.96,12.96,07:45,,
CAJT_GHA1114_CR2_TEAMST1,108.87,11.76,07:50,,
CAJT_GHA1114_CR2_TEAMST1,109.49,13.52,07:55,,
CAJT_GHA1114_CR2_TEAMST1,110.69,17.01,08:00,,
CAJT_GHA1114_CR2_TEAMST1,110.82,18.42,08:05,,
CAJT_GHA1114_CR2_TEAMST1,112.06,21.20,08:10,,
CAJT_GHA1114_CR2_TEAMST1,112.19,22.70,08:15,,
CAJT_GHA1114_CR2_TEAMST1,112.10,24.13,08:20,,
CAJT_GHA1114_CR2_TEAMST1,114.50,28.22,08:25,,
CAJT_GHA1114_CR2_TEAMST1,113.46,27.33,08:30,,
CAJT_GHA1114_CR2_TEAMST1,111.16,24.49,08:35,,
CAJT_GHA1114_CR2_TEAMST1,112.10,25.21,08:40,,
CAJT_GHA1114_CR2_TEAMST1,114.94,30.76,08:45,,
CAJT_GHA1114_CR2_TEAMST1,111.82,25.37,08:50,,
CAJT_GHA1114_CR2_TEAMST1,109.43,22.43,08:55,,
CAJT_GHA1114_CR2_TEAMST1,107.84,15.34,09:00,,
CAJT_GHA1114_CR2_TEAMST1,107.47,13.85,09:05,,
CAJT_GHA1114_CR2_TEAMST1,106.21,13.22,09:10,,
CAJT_GHA1114_CR2_TEAMST1,104.65,11.66,09:15,,
CAJT_GHA1114_CR2_TEAMST1,104.04,10.99,09:20,,
CAJT_GHA1114_CR2_TEAMST1,104.76,11.89,09:25,,
CAJT_GHA1114_CR2_TEAMST1,105.06,12.05,09:30,,
CAJT_GHA1114_CR2_TEAMST1,105.53,11.87,09:35,,
CAJT_GHA1114_CR2_TEAMST1,104.49,9.99,09:40,,
CAJT_GHA1114_CR2_TEAMST1,105.41,10.35,09:45,,
CAJT_GHA1114_CR2_TEAMST1,105.83,11.01,09:50,,
CAJT_GHA1114_CR2_TEAMST1,105.37,10.75,09:55,,
CAJT_GHA1114_CR2_TEAMST1,105.76,11.02,10:00,,
CAJT_GHA1114_CR2_TEAMST1,105.41,10.36,10:05,,
CAJT_GHA1114_CR2_TEAMST1,106.18,12.15,10:10,,
CAJT_GHA1114_CR2_TEAMST1,106.29,12.56,10:15,,
