Site Name,Average,StDev,Time,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,134.20,24.89,08:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.60,19.11,08:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,135.00,22.01,08:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,144.00,26.02,08:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,159.80,44.53,08:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,169.00,52.67,08:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,154.20,43.84,08:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,140.80,30.91,09:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.80,16.68,09:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.60,12.50,09:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,133.40,14.21,09:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,130.40,8.17,09:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.50,8.15,09:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.40,4.04,09:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,121.80,8.41,09:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.20,7.40,09:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.70,5.91,09:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,116.80,7.36,09:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,118.00,6.86,09:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.60,8.56,10:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,118.20,6.81,10:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.80,4.87,10:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,118.20,6.02,10:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,117.40,3.58,10:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.60,4.93,10:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.60,5.94,10:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.80,1.64,10:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,125.80,4.87,10:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,128.00,7.07,10:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,126.20,9.76,10:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,125.60,7.89,10:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,125.00,10.27,11:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,122.60,6.35,11:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,115.60,5.73,11:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,116.40,3.78,11:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,118.00,3.67,11:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.90,6.12,11:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,118.40,7.30,11:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,117.00,3.39,11:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,116.80,3.27,11:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,114.70,4.47,11:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.20,3.19,11:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,121.60,5.98,11:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,123.40,7.54,12:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.10,6.45,12:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,116.50,10.63,12:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,129.50,11.84,12:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,126.50,9.31,12:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.83,6.37,12:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,122.33,4.63,12:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.50,6.83,12:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,127.00,8.00,12:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.42,10.81,12:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,126.33,5.68,12:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,129.17,5.34,12:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,127.50,4.32,13:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,126.50,5.76,13:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,122.50,10.63,13:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,122.17,9.45,13:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,130.83,6.74,13:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.27,7.73,13:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.00,7.35,13:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.00,10.00,13:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,117.20,4.60,13:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.30,4.69,13:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,116.00,4.06,13:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,121.80,4.71,13:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,121.20,1.79,14:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.20,4.98,14:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,117.40,3.97,14:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,121.20,6.14,14:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.80,4.21,14:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,120.00,3.30,14:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.40,9.29,14:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,123.80,10.16,14:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,130.80,13.24,14:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,127.90,7.69,14:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,122.80,6.06,14:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,125.80,2.28,14:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,126.80,2.77,15:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,127.90,9.28,15:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,131.00,13.73,15:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,130.80,10.94,15:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.20,6.69,15:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,127.70,5.52,15:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,126.40,4.51,15:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,134.40,7.89,15:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.60,8.14,15:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,129.90,4.12,15:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,134.00,5.70,15:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,135.20,7.95,15:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,135.80,7.33,16:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.70,8.18,16:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.40,3.21,16:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,129.20,4.66,16:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.60,9.07,16:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,129.40,6.59,16:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.40,13.94,16:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,130.80,8.81,16:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,123.40,2.70,16:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,125.60,7.06,16:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,131.40,8.17,16:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,128.60,8.79,16:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,129.60,7.30,17:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,131.70,6.52,17:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,131.40,8.11,17:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,133.40,6.11,17:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,135.00,9.77,17:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,134.10,5.63,17:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.20,4.66,17:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,130.20,3.49,17:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,131.80,3.90,17:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,132.70,5.83,17:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,134.20,8.32,17:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,137.80,5.50,17:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,130.60,4.77,18:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,126.70,4.99,18:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,122.60,4.39,18:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,123.20,8.11,18:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,125.20,7.40,18:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.40,9.36,18:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,123.60,9.26,18:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.20,2.59,18:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,124.40,6.91,18:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,121.40,4.14,18:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,115.00,7.65,18:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,119.20,8.04,18:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,122.20,3.27,19:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,115.80,8.52,19:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,112.60,4.93,19:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,115.20,10.64,19:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,114.60,7.89,19:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,113.10,5.86,19:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,113.60,8.91,19:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,109.80,9.31,19:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,114.00,10.17,19:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,112.20,5.85,19:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,111.20,7.50,19:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,114.40,6.23,19:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,108.00,7.87,20:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,107.20,4.52,20:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,110.60,1.52,20:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,113.40,5.55,20:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,109.20,6.61,20:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,105.00,3.65,20:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,109.20,10.50,20:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,111.40,6.35,20:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,109.40,6.99,20:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,111.00,13.88,20:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,113.80,16.53,20:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,111.80,15.14,20:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,109.60,12.64,21:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,111.90,6.21,21:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,111.00,5.57,21:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,108.40,7.86,21:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,105.40,6.91,21:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,102.30,3.86,21:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,102.40,6.58,21:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,100.80,3.03,21:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,105.60,6.73,21:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,102.60,4.35,21:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,100.80,5.89,21:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,99.60,3.29,21:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,101.80,7.43,22:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,104.70,10.59,22:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,102.80,6.94,22:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,99.60,3.71,22:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,99.20,1.64,22:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,99.30,0.67,22:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,99.00,0.00,22:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,98.20,1.79,22:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,100.80,4.02,22:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,97.00,4.19,22:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,102.00,5.10,22:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,102.00,3.00,22:55,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,100.20,1.64,23:00,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,95.10,4.18,23:05,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,101.60,6.47,23:10,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,100.40,3.13,23:15,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,101.40,5.37,23:20,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,98.10,3.48,23:25,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,100.60,5.18,23:30,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,98.00,5.15,23:35,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,96.80,3.03,23:40,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,96.80,3.55,23:45,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,97.40,2.30,23:50,,
CAJT_NCCOACHLN_REDHLDR1_COACHLN2,98.60,0.89,23:55,,
,,,,,
CAJT_NTA193_CB5_HS4,100.75,11.00,00:00,,
CAJT_NTA193_CB5_HS4,98.69,4.86,00:05,,
CAJT_NTA193_CB5_HS4,98.00,0.00,00:10,,
CAJT_NTA193_CB5_HS4,98.00,0.00,00:15,,
CAJT_NTA193_CB5_HS4,98.37,2.57,00:20,,
CAJT_NTA193_CB5_HS4,98.18,1.29,00:25,,
CAJT_NTA193_CB5_HS4,100.57,18.00,00:30,,
CAJT_NTA193_CB5_HS4,105.27,30.41,00:35,,
CAJT_NTA193_CB5_HS4,100.33,11.40,00:40,,
CAJT_NTA193_CB5_HS4,99.10,7.71,00:45,,
CAJT_NTA193_CB5_HS4,98.56,3.90,00:50,,
CAJT_NTA193_CB5_HS4,102.68,38.64,00:55,,
CAJT_NTA193_CB5_HS4,100.29,9.25,01:00,,
CAJT_NTA193_CB5_HS4,99.14,4.62,01:05,,
CAJT_NTA193_CB5_HS4,110.31,77.22,01:10,,
CAJT_NTA193_CB5_HS4,101.68,27.63,01:15,,
CAJT_NTA193_CB5_HS4,98.00,0.00,01:20,,
CAJT_NTA193_CB5_HS4,98.49,3.43,01:25,,
CAJT_NTA193_CB5_HS4,98.24,1.71,01:30,,
CAJT_NTA193_CB5_HS4,98.58,4.06,01:35,,
CAJT_NTA193_CB5_HS4,98.31,2.14,01:40,,
CAJT_NTA193_CB5_HS4,98.00,0.00,01:45,,
CAJT_NTA193_CB5_HS4,98.00,0.00,01:50,,
CAJT_NTA193_CB5_HS4,98.00,0.00,01:55,,
CAJT_NTA193_CB5_HS4,98.00,0.00,02:00,,
CAJT_NTA193_CB5_HS4,98.76,5.29,02:05,,
CAJT_NTA193_CB5_HS4,98.76,5.29,02:10,,
CAJT_NTA193_CB5_HS4,98.18,1.82,02:15,,
CAJT_NTA193_CB5_HS4,98.00,0.00,02:20,,
CAJT_NTA193_CB5_HS4,98.00,0.00,02:25,,
CAJT_NTA193_CB5_HS4,98.00,0.00,02:30,,
CAJT_NTA193_CB5_HS4,99.14,8.37,02:35,,
CAJT_NTA193_CB5_HS4,98.00,0.00,02:40,,
CAJT_NTA193_CB5_HS4,98.00,0.00,02:45,,
CAJT_NTA193_CB5_HS4,98.24,1.71,02:50,,
CAJT_NTA193_CB5_HS4,98.06,0.61,02:55,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:00,,
CAJT_NTA193_CB5_HS4,99.14,8.00,03:05,,
CAJT_NTA193_CB5_HS4,98.57,4.00,03:10,,
CAJT_NTA193_CB5_HS4,98.40,2.92,03:15,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:20,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:25,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:30,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:35,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:40,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:45,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:50,,
CAJT_NTA193_CB5_HS4,98.00,0.00,03:55,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:00,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:05,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:10,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:15,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:20,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:25,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:30,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:35,,
CAJT_NTA193_CB5_HS4,98.00,0.00,04:40,,
CAJT_NTA193_CB5_HS4,98.69,4.86,04:45,,
CAJT_NTA193_CB5_HS4,98.35,2.43,04:50,,
CAJT_NTA193_CB5_HS4,99.19,7.01,04:55,,
CAJT_NTA193_CB5_HS4,98.39,2.71,05:00,,
CAJT_NTA193_CB5_HS4,99.96,13.71,05:05,,
CAJT_NTA193_CB5_HS4,98.98,6.86,05:10,,
CAJT_NTA193_CB5_HS4,98.61,6.06,05:15,,
CAJT_NTA193_CB5_HS4,98.61,4.29,05:20,,
CAJT_NTA193_CB5_HS4,101.57,14.31,05:25,,
CAJT_NTA193_CB5_HS4,99.78,7.11,05:30,,
CAJT_NTA193_CB5_HS4,101.42,14.22,05:35,,
CAJT_NTA193_CB5_HS4,105.73,21.32,05:40,,
CAJT_NTA193_CB5_HS4,100.14,9.80,05:45,,
CAJT_NTA193_CB5_HS4,98.02,0.14,05:50,,
CAJT_NTA193_CB5_HS4,98.05,0.36,05:55,,
CAJT_NTA193_CB5_HS4,99.27,8.29,06:00,,
CAJT_NTA193_CB5_HS4,105.31,29.88,06:05,,
CAJT_NTA193_CB5_HS4,104.61,20.27,06:10,,
CAJT_NTA193_CB5_HS4,101.51,10.37,06:15,,
CAJT_NTA193_CB5_HS4,100.61,11.59,06:20,,
CAJT_NTA193_CB5_HS4,110.20,30.19,06:25,,
CAJT_NTA193_CB5_HS4,119.63,29.03,06:30,,
CAJT_NTA193_CB5_HS4,117.39,26.56,06:35,,
CAJT_NTA193_CB5_HS4,103.12,13.03,06:40,,
CAJT_NTA193_CB5_HS4,105.90,16.96,06:45,,
CAJT_NTA193_CB5_HS4,114.61,29.88,06:50,,
CAJT_NTA193_CB5_HS4,127.09,34.57,06:55,,
CAJT_NTA193_CB5_HS4,119.00,24.34,07:00,,
CAJT_NTA193_CB5_HS4,122.12,23.79,07:05,,
CAJT_NTA193_CB5_HS4,126.55,23.12,07:10,,
CAJT_NTA193_CB5_HS4,145.57,28.71,07:15,,
CAJT_NTA193_CB5_HS4,140.22,25.13,07:20,,
CAJT_NTA193_CB5_HS4,141.57,24.95,07:25,,
CAJT_NTA193_CB5_HS4,151.33,27.77,07:30,,
CAJT_NTA193_CB5_HS4,147.80,29.31,07:35,,
CAJT_NTA193_CB5_HS4,151.29,25.70,07:40,,
CAJT_NTA193_CB5_HS4,155.31,27.61,07:45,,
CAJT_NTA193_CB5_HS4,156.04,30.33,07:50,,
CAJT_NTA193_CB5_HS4,159.35,32.33,07:55,,
CAJT_NTA193_CB5_HS4,160.88,34.47,08:00,,
CAJT_NTA193_CB5_HS4,158.35,35.96,08:05,,
CAJT_NTA193_CB5_HS4,157.90,39.23,08:10,,
CAJT_NTA193_CB5_HS4,165.43,43.92,08:15,,
CAJT_NTA193_CB5_HS4,165.56,50.35,08:20,,
CAJT_NTA193_CB5_HS4,168.08,51.11,08:25,,
CAJT_NTA193_CB5_HS4,167.00,48.82,08:30,,
CAJT_NTA193_CB5_HS4,175.27,54.06,08:35,,
CAJT_NTA193_CB5_HS4,184.27,52.32,08:40,,
CAJT_NTA193_CB5_HS4,178.08,53.87,08:45,,
CAJT_NTA193_CB5_HS4,180.02,55.12,08:50,,
CAJT_NTA193_CB5_HS4,182.41,53.42,08:55,,
CAJT_NTA193_CB5_HS4,177.46,54.15,09:00,,
CAJT_NTA193_CB5_HS4,186.44,55.09,09:05,,
CAJT_NTA193_CB5_HS4,182.69,45.74,09:10,,
CAJT_NTA193_CB5_HS4,184.48,66.71,09:15,,
CAJT_NTA193_CB5_HS4,179.35,49.87,09:20,,
CAJT_NTA193_CB5_HS4,189.45,47.32,09:25,,
CAJT_NTA193_CB5_HS4,174.49,47.98,09:30,,
CAJT_NTA193_CB5_HS4,176.38,50.89,09:35,,
CAJT_NTA193_CB5_HS4,181.20,52.64,09:40,,
CAJT_NTA193_CB5_HS4,161.71,49.02,09:45,,
CAJT_NTA193_CB5_HS4,160.29,51.70,09:50,,
CAJT_NTA193_CB5_HS4,176.01,61.86,09:55,,
CAJT_NTA193_CB5_HS4,166.88,55.80,10:00,,
CAJT_NTA193_CB5_HS4,188.14,78.08,10:05,,
CAJT_NTA193_CB5_HS4,185.02,68.34,10:10,,
CAJT_NTA193_CB5_HS4,186.83,85.52,10:15,,
CAJT_NTA193_CB5_HS4,192.73,61.16,10:20,,
CAJT_NTA193_CB5_HS4,194.45,50.07,10:25,,
CAJT_NTA193_CB5_HS4,182.65,48.64,10:30,,
CAJT_NTA193_CB5_HS4,176.56,50.75,10:35,,
CAJT_NTA193_CB5_HS4,199.52,69.95,10:40,,
CAJT_NTA193_CB5_HS4,182.94,56.37,10:45,,
CAJT_NTA193_CB5_HS4,188.50,47.24,10:50,,
CAJT_NTA193_CB5_HS4,187.69,50.94,10:55,,
CAJT_NTA193_CB5_HS4,181.60,51.61,11:00,,
CAJT_NTA193_CB5_HS4,191.60,55.80,11:05,,
CAJT_NTA193_CB5_HS4,206.50,54.90,11:10,,
CAJT_NTA193_CB5_HS4,188.95,49.37,11:15,,
CAJT_NTA193_CB5_HS4,180.16,55.24,11:20,,
CAJT_NTA193_CB5_HS4,178.10,56.53,11:25,,
CAJT_NTA193_CB5_HS4,179.16,57.07,11:30,,
CAJT_NTA193_CB5_HS4,197.65,85.45,11:35,,
CAJT_NTA193_CB5_HS4,200.12,58.34,11:40,,
CAJT_NTA193_CB5_HS4,194.69,47.90,11:45,,
CAJT_NTA193_CB5_HS4,181.81,48.36,11:50,,
CAJT_NTA193_CB5_HS4,201.66,61.14,11:55,,
CAJT_NTA193_CB5_HS4,187.29,44.16,12:00,,
CAJT_NTA193_CB5_HS4,178.25,43.08,12:05,,
CAJT_NTA193_CB5_HS4,196.29,52.95,12:10,,
CAJT_NTA193_CB5_HS4,196.81,57.87,12:15,,
CAJT_NTA193_CB5_HS4,207.49,85.53,12:20,,
CAJT_NTA193_CB5_HS4,215.96,73.63,12:25,,
CAJT_NTA193_CB5_HS4,204.37,64.61,12:30,,
CAJT_NTA193_CB5_HS4,195.30,60.08,12:35,,
CAJT_NTA193_CB5_HS4,213.61,52.56,12:40,,
CAJT_NTA193_CB5_HS4,193.41,48.56,12:45,,
CAJT_NTA193_CB5_HS4,178.71,47.72,12:50,,
CAJT_NTA193_CB5_HS4,198.61,54.09,12:55,,
CAJT_NTA193_CB5_HS4,198.47,50.14,13:00,,
CAJT_NTA193_CB5_HS4,190.37,54.32,13:05,,
CAJT_NTA193_CB5_HS4,194.92,46.61,13:10,,
CAJT_NTA193_CB5_HS4,199.08,49.17,13:15,,
CAJT_NTA193_CB5_HS4,190.86,51.35,13:20,,
CAJT_NTA193_CB5_HS4,196.85,68.14,13:25,,
CAJT_NTA193_CB5_HS4,193.54,67.26,13:30,,
CAJT_NTA193_CB5_HS4,184.96,51.86,13:35,,
CAJT_NTA193_CB5_HS4,200.46,51.52,13:40,,
CAJT_NTA193_CB5_HS4,192.06,44.87,13:45,,
CAJT_NTA193_CB5_HS4,192.90,45.85,13:50,,
CAJT_NTA193_CB5_HS4,198.66,53.02,13:55,,
CAJT_NTA193_CB5_HS4,184.04,52.20,14:00,,
CAJT_NTA193_CB5_HS4,199.67,53.31,14:05,,
CAJT_NTA193_CB5_HS4,201.38,55.37,14:10,,
CAJT_NTA193_CB5_HS4,195.60,47.83,14:15,,
CAJT_NTA193_CB5_HS4,190.79,48.70,14:20,,
CAJT_NTA193_CB5_HS4,200.52,47.22,14:25,,
CAJT_NTA193_CB5_HS4,184.17,43.37,14:30,,
CAJT_NTA193_CB5_HS4,191.47,47.55,14:35,,
CAJT_NTA193_CB5_HS4,204.92,45.45,14:40,,
CAJT_NTA193_CB5_HS4,194.71,44.98,14:45,,
CAJT_NTA193_CB5_HS4,197.58,45.80,14:50,,
CAJT_NTA193_CB5_HS4,191.69,47.64,14:55,,
CAJT_NTA193_CB5_HS4,181.19,43.28,15:00,,
CAJT_NTA193_CB5_HS4,182.21,49.75,15:05,,
CAJT_NTA193_CB5_HS4,200.71,57.07,15:10,,
CAJT_NTA193_CB5_HS4,202.27,42.94,15:15,,
CAJT_NTA193_CB5_HS4,193.19,54.11,15:20,,
